class,filters,error
45,fognight,56.6
23,fognight,64.92
28,fognight,38.28
29,fognight,17.54
67,fognight,35.0
52,fognight,42.98
50,fognight,40.58
48,fognight,31.79
77,fognight,8.7
81,fognight,38.89
46,fognight,36.86
63,fognight,8.44
16,fognight,53.48
74,fognight,18.45
72,fognight,40.7
36,fognight,63.64
78,fognight,30.96
97,fognight,42.86
55,fognight,19.91
32,fognight,33.43
51,fognight,41.98
0,fognight,47.97
53,fognight,14.29
96,fognight,14.29
93,fognight,0.0
90,fognight,34.3
41,fognight,72.16
73,fognight,57.14
75,fognight,50.98
37,fognight,23.74
86,fognight,20.79
30,fognight,77.26
57,fognight,22.96
87,fognight,28.48
17,fognight,23.08
6,fognight,23.33
61,fognight,32.14
42,fognight,51.28
12,fognight,53.06
31,fognight,52.78
25,fognight,38.1
20,fognight,66.23
66,fognight,8.46
49,fognight,30.36
59,fognight,11.11
88,fognight,25.0
1,fognight,27.27
79,fognight,27.18
100,fognight,33.33
91,fognight,25.42
2,fognight,38.89
21,fognight,25.81
40,fognight,31.91
26,fognight,45.45
56,fognight,16.67
11,fognight,17.78
102,fognight,4.0
15,fognight,37.34
19,fognight,27.36
70,fognight,43.1
82,fognight,0.0
47,fognight,3.7
69,fognight,36.36
68,fognight,33.33
76,fognight,27.78
43,fognight,40.74
7,fognight,12.5
58,fognight,8.33
27,fognight,0.0
60,fognight,23.81
85,fognight,0.0
84,fognight,25.0
64,fognight,9.09
83,fognight,5.13
34,fognight,61.9
39,fognight,42.42
35,fognight,2.86
92,fognight,0.0
22,fognight,72.31
10,fognight,15.38
89,fognight,25.0
4,fognight,33.33
44,fognight,14.29
33,fognight,55.56
24,fognight,20.0
14,fognight,0.0
62,fognight,30.3
3,fognight,4.76
99,fognight,15.79
54,fognight,12.5
71,fognight,16.67
95,fognight,0.0
38,fognight,11.11
18,fognight,20.0
65,fognight,0.0
5,fognight,57.14
13,fognight,0.0
101,fognight,0.0
98,fognight,0.0
8,fognight,0.0
9,fognight,0.0
94,fognight,0.0
80,fognight,0.0
