category,images,Original_model_42_noiselevelrain,rain1_model_42_noiselevelrain,rain2_model_42_noiselevelrain,rain3_model_42_noiselevelrain,rain4_model_42_noiselevelrain,rain5_model_42_noiselevelrain,rain6_model_42_noiselevelrain,rain7_model_42_noiselevelrain,rain8_model_42_noiselevelrain,rain9_model_42_noiselevelrain,rain10_model_42_noiselevelrain
Dangerous warning,2228,90.30619838420108,89.99175044883303,89.54351436265708,89.54285008976662,89.09249551166965,89.27293985637344,88.77931328545779,88.28450179533215,88.77902154398564,88.64438509874326,88.28622531418311
Regularoty,7545,93.55782637508284,93.54551888667993,93.16196819085488,93.0161802518224,92.7639496355202,92.88235917826377,92.81730550033134,92.6962306163022,92.0602756792578,92.4054168323393,92.0609516235918
