images,Original_model_42_noiselevelrain,rain1_model_42_noiselevelrain,rain2_model_42_noiselevelrain,rain3_model_42_noiselevelrain,rain4_model_42_noiselevelrain,rain5_model_42_noiselevelrain,rain6_model_42_noiselevelrain,rain7_model_42_noiselevelrain,rain8_model_42_noiselevelrain,rain9_model_42_noiselevelrain,rain10_model_42_noiselevelrain
9773,92.81653637572906,92.7353484088816,92.33705105904022,92.22434769262254,91.92694975954157,92.05950168832501,91.89674409086257,91.69046659163001,91.31223165865138,91.54799549780006,91.20040826767625
