images,Original_model_52_baseline,Original_model_49_baseline,Original_model_42_baseline,fog_model_52_baseline,fog_model_49_baseline,fog_model_42_baseline,night_model_52_baseline,night_model_49_baseline,night_model_42_baseline,rain_model_52_baseline,rain_model_49_baseline,rain_model_42_baseline,snow_model_52_baseline,snow_model_49_baseline,snow_model_42_baseline,day_model_52_baseline,day_model_49_baseline,day_model_42_baseline
9773,90.74003581295406,86.09425560216926,90.17674511408981,50.3624496060575,37.83909342064873,40.26445410825744,78.34844060165761,72.91556533306046,80.88614447968895,83.5664350762304,77.23364064258674,81.4899109792285,68.19831679115931,61.89494628056892,66.44856748183771,90.65828404788704,86.05294996418704,89.98211194106212
