class,filters,error
79,Original,91.26
32,Original,94.1
52,Original,96.07
21,Original,91.4
45,Original,99.25
31,Original,93.33
46,Original,95.69
55,Original,93.94
23,Original,92.31
90,Original,96.93
48,Original,96.6
36,Original,99.35
57,Original,76.02
67,Original,93.89
6,Original,91.67
41,Original,94.85
12,Original,90.82
61,Original,92.86
87,Original,70.89
78,Original,86.29
20,Original,98.27
29,Original,49.12
50,Original,95.17
11,Original,97.78
30,Original,98.61
91,Original,83.05
53,Original,89.5
28,Original,94.14
22,Original,90.77
1,Original,88.64
37,Original,94.24
86,Original,80.9
77,Original,81.16
7,Original,80.0
70,Original,93.1
75,Original,92.16
51,Original,87.65
16,Original,89.01
42,Original,96.15
102,Original,88.0
49,Original,92.86
85,Original,44.44
2,Original,88.89
19,Original,83.96
60,Original,79.37
43,Original,92.59
81,Original,88.89
63,Original,90.22
101,Original,100.0
15,Original,96.2
72,Original,91.86
74,Original,95.63
66,Original,76.92
40,Original,89.36
26,Original,90.91
0,Original,99.19
97,Original,93.65
68,Original,72.22
35,Original,85.71
17,Original,84.62
83,Original,97.44
59,Original,96.3
3,Original,47.62
73,Original,97.96
93,Original,56.9
96,Original,85.71
10,Original,84.62
56,Original,75.0
92,Original,75.0
100,Original,50.0
62,Original,81.82
58,Original,83.33
38,Original,88.89
34,Original,100.0
39,Original,75.76
99,Original,94.74
27,Original,11.76
88,Original,78.57
54,Original,68.75
24,Original,65.0
94,Original,0.0
64,Original,63.64
71,Original,100.0
25,Original,90.48
8,Original,66.67
76,Original,94.44
95,Original,0.0
69,Original,72.73
33,Original,72.22
14,Original,33.33
47,Original,85.19
4,Original,77.78
82,Original,100.0
84,Original,0.0
80,Original,100.0
89,Original,12.5
9,Original,33.33
65,Original,0.0
13,Original,50.0
44,Original,71.43
5,Original,85.71
18,Original,80.0
98,Original,33.33
