class,filters,error
55,snow,49.35
23,snow,83.08
15,snow,77.22
60,snow,33.33
66,snow,63.85
72,snow,68.6
67,snow,61.67
12,snow,58.16
57,snow,43.37
32,snow,79.78
97,snow,74.6
7,snow,22.5
51,snow,52.67
91,snow,66.1
90,snow,88.67
2,snow,75.93
11,snow,73.33
77,snow,61.59
28,snow,66.41
17,snow,65.38
86,snow,50.0
30,snow,87.01
48,snow,79.94
46,snow,45.1
37,snow,82.73
20,snow,93.51
70,snow,68.97
16,snow,69.23
52,snow,61.36
45,snow,77.74
79,snow,72.82
0,snow,82.11
50,snow,66.18
33,snow,72.22
41,snow,82.47
83,snow,73.08
78,snow,53.3
31,snow,84.44
53,snow,57.56
21,snow,66.67
74,snow,83.5
43,snow,72.22
63,snow,68.89
87,snow,35.44
19,snow,34.91
49,snow,75.0
27,snow,5.88
59,snow,66.67
93,snow,31.03
1,snow,59.09
36,snow,92.21
68,snow,47.22
6,snow,66.67
5,snow,57.14
42,snow,73.08
61,snow,76.79
64,snow,18.18
69,snow,63.64
39,snow,60.61
22,snow,80.0
89,snow,0.0
75,snow,76.47
4,snow,33.33
81,snow,41.67
35,snow,51.43
29,snow,17.54
44,snow,85.71
26,snow,77.27
62,snow,45.45
47,snow,66.67
88,snow,53.57
92,snow,75.0
71,snow,54.17
73,snow,93.88
40,snow,74.47
34,snow,95.24
56,snow,16.67
18,snow,60.0
3,snow,42.86
102,snow,72.0
13,snow,25.0
24,snow,40.0
54,snow,62.5
10,snow,69.23
84,snow,0.0
38,snow,55.56
99,snow,84.21
76,snow,55.56
82,snow,57.14
98,snow,0.0
25,snow,76.19
14,snow,0.0
80,snow,100.0
9,snow,66.67
101,snow,60.0
94,snow,0.0
58,snow,75.0
96,snow,71.43
8,snow,0.0
65,snow,0.0
85,snow,33.33
95,snow,0.0
100,snow,50.0
