category,images,Original_model_52_baseline,Original_model_49_baseline,Original_model_42_baseline,fog_model_52_baseline,fog_model_49_baseline,fog_model_42_baseline,night_model_52_baseline,night_model_49_baseline,night_model_42_baseline,rain_model_52_baseline,rain_model_49_baseline,rain_model_42_baseline,snow_model_52_baseline,snow_model_49_baseline,snow_model_42_baseline,day_model_52_baseline,day_model_49_baseline,day_model_42_baseline
Dangerous warning,2228,89.54295780969478,81.3289631956912,88.01484290843806,56.86692998204668,37.56682226211849,42.951921005386,86.53463644524237,74.10285457809695,84.82851436265709,83.66236086175942,76.74991921005386,81.46213195691203,69.21138689407542,58.437190305206464,67.99819120287253,89.40830789946142,81.7325763016158,87.92420556552962
Regularoty,7545,91.09352683896621,87.5014221338635,90.81514380384358,48.441709741550696,37.91949370444003,39.47085884691848,75.93109874088799,72.56496487740223,79.7219827700464,83.53810868124583,77.3764811133201,81.49811398277006,67.89916235917828,62.91600397614315,65.99097150430748,91.02739562624255,87.32873426110007,90.58980119284294
