epoch,validation_loss,validation_accuracy
1,1.3403757810592651,0.6583665609359741
2,0.6528323292732239,0.8284006714820862
3,0.483676552772522,0.8740751147270203
4,0.37797942757606506,0.9082242250442505
5,0.37934067845344543,0.9144849181175232
6,0.3725782632827759,0.927575409412384
7,0.4015618562698364,0.9271485209465027
8,0.42408156394958496,0.9298520088195801
9,0.3986636698246002,0.9344052076339722
10,0.48931336402893066,0.9338361024856567
11,0.5129940509796143,0.9292828440666199
12,0.5534934997558594,0.9302788972854614
13,0.4919118285179138,0.9369664192199707
14,0.5536843538284302,0.9422310590744019
15,0.5981497168540955,0.9425156712532043
16,0.6192454099655151,0.9428002238273621
17,0.6435021162033081,0.9422310590744019
18,0.6656507849693298,0.942088782787323
19,0.6827638745307922,0.9418042302131653
20,0.7012331485748291,0.9418042302131653
21,0.7183700799942017,0.9415196180343628
22,0.73668372631073,0.9419465065002441
23,0.7524628639221191,0.9416618943214417
24,0.7696993947029114,0.9413773417472839
