epoch,validation_loss,validation_accuracy
1,1.4054101705551147,0.6671884059906006
2,0.5701041221618652,0.8578543066978455
3,0.38186919689178467,0.9040979146957397
4,0.38350966572761536,0.9173306822776794
5,0.358065664768219,0.9227375984191895
6,0.3378158211708069,0.9318440556526184
7,0.3945339322090149,0.9358280897140503
8,0.4221348762512207,0.9335514903068542
9,0.43686601519584656,0.9344052076339722
10,0.4300254285335541,0.9391007423400879
11,0.4526515603065491,0.9375355839729309
12,0.48481258749961853,0.9368241429328918
13,0.48429590463638306,0.9462151527404785
14,0.510243833065033,0.9456459879875183
15,0.5717201828956604,0.9395276308059692
16,0.5764919519424438,0.9432271122932434
17,0.6166837811470032,0.9339783787727356
18,0.5275582671165466,0.9457882642745972
19,0.5798356533050537,0.9466419816017151
20,0.5902317762374878,0.9467843174934387
21,0.6039357781410217,0.9467843174934387
22,0.6153836846351624,0.9473534226417542
23,0.6268391013145447,0.9477803111076355
24,0.6377512812614441,0.9476380348205566
25,0.6478153467178345,0.9479225873947144
26,0.6572768688201904,0.9482071995735168
