epoch,validation_loss,validation_accuracy
1,1.805403709411621,0.5231929421424866
2,0.8188514113426208,0.7818725109100342
3,0.5045480132102966,0.8641149401664734
4,0.4496206045150757,0.8874502182006836
5,0.36020997166633606,0.9197495579719543
6,0.4099104404449463,0.9136312007904053
7,0.40199193358421326,0.9210301637649536
8,0.4360553026199341,0.926010251045227
9,0.40093860030174255,0.9430847764015198
10,0.4727937579154968,0.9392430186271667
11,0.43735361099243164,0.9409505128860474
12,0.46151575446128845,0.9433693885803223
13,0.43541446328163147,0.9419465065002441
14,0.4966035485267639,0.939812183380127
15,0.5289533734321594,0.9419465065002441
16,0.4910913109779358,0.9418042302131653
17,0.5368045568466187,0.944365382194519
18,0.5251997113227844,0.9472111463546753
19,0.5525668263435364,0.9470688700675964
20,0.568727433681488,0.9474957585334778
21,0.5816486477851868,0.9472111463546753
22,0.5932801961898804,0.9469265937805176
23,0.6044065356254578,0.9467843174934387
24,0.6147578954696655,0.9466419816017151
25,0.6258447170257568,0.9469265937805176
