epoch,model_52,model_49,model_42
1,1.805403709411621,1.4054101705551147,1.3403757810592651
2,0.8188514113426208,0.5701041221618652,0.6528323292732239
3,0.5045480132102966,0.38186919689178467,0.483676552772522
4,0.4496206045150757,0.38350966572761536,0.37797942757606506
5,0.36020997166633606,0.358065664768219,0.37934067845344543
6,0.4099104404449463,0.3378158211708069,0.3725782632827759
7,0.40199193358421326,0.3945339322090149,0.4015618562698364
8,0.4360553026199341,0.4221348762512207,0.42408156394958496
9,0.40093860030174255,0.43686601519584656,0.3986636698246002
10,0.4727937579154968,0.4300254285335541,0.48931336402893066
11,0.43735361099243164,0.4526515603065491,0.5129940509796143
12,0.46151575446128845,0.48481258749961853,0.5534934997558594
13,0.43541446328163147,0.48429590463638306,0.4919118285179138
14,0.4966035485267639,0.510243833065033,0.5536843538284302
15,0.5289533734321594,0.5717201828956604,0.5981497168540955
16,0.4910913109779358,0.5764919519424438,0.6192454099655151
17,0.5368045568466187,0.6166837811470032,0.6435021162033081
18,0.5251997113227844,0.5275582671165466,0.6656507849693298
19,0.5525668263435364,0.5798356533050537,0.6827638745307922
20,0.568727433681488,0.5902317762374878,0.7012331485748291
21,0.5816486477851868,0.6039357781410217,0.7183700799942017
22,0.5932801961898804,0.6153836846351624,0.73668372631073
23,0.6044065356254578,0.6268391013145447,0.7524628639221191
24,0.6147578954696655,0.6377512812614441,0.7696993947029114
25,0.6258447170257568,0.6478153467178345, 
26, ,0.6572768688201904, 
