class,Original_model_42,fog1_model_42,fog2_model_42,fog3_model_42,fog4_model_42,fog5_model_42,fog6_model_42,fog7_model_42,fog8_model_42,fog9_model_42,fog10_model_42,images
0,97.56,95.93,95.12,93.5,90.24,82.11,77.24,60.16,28.46,2.44,0.0,123
1,81.82,79.55,72.73,72.73,63.64,54.55,52.27,27.27,11.36,2.27,0.0,44
2,85.19,74.07,72.22,77.78,66.67,57.41,48.15,29.63,16.67,0.0,0.0,54
3,52.38,57.14,47.62,57.14,47.62,42.86,28.57,14.29,4.76,4.76,0.0,21
4,88.89,77.78,66.67,33.33,44.44,44.44,22.22,0.0,0.0,0.0,0.0,9
5,85.71,85.71,100.0,100.0,71.43,57.14,28.57,14.29,0.0,0.0,0.0,7
6,95.0,91.67,91.67,86.67,78.33,76.67,66.67,56.67,28.33,11.67,0.0,60
7,72.5,67.5,62.5,50.0,55.0,25.0,10.0,7.5,5.0,2.5,0.0,40
8,33.33,33.33,33.33,66.67,0.0,33.33,33.33,0.0,0.0,0.0,0.0,3
9,33.33,33.33,33.33,33.33,33.33,33.33,0.0,33.33,33.33,0.0,0.0,3
10,76.92,76.92,84.62,84.62,84.62,69.23,53.85,23.08,15.38,0.0,0.0,13
11,91.11,84.44,82.22,84.44,80.0,73.33,60.0,35.56,17.78,4.44,0.0,45
12,90.82,88.78,87.76,85.71,79.59,74.49,60.2,51.02,30.61,11.22,0.0,98
13,75.0,75.0,25.0,50.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,4
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
15,94.94,87.34,84.81,84.18,81.65,73.42,61.39,53.8,25.95,8.86,0.0,158
16,93.04,92.67,90.11,90.84,91.21,86.45,81.68,73.63,51.65,19.41,0.0,273
17,80.77,80.77,78.85,71.15,73.08,59.62,59.62,42.31,17.31,11.54,0.0,52
18,80.0,60.0,80.0,80.0,20.0,40.0,20.0,60.0,0.0,0.0,0.0,5
19,91.51,87.74,87.74,84.91,78.3,72.64,63.21,43.4,15.09,2.83,0.0,106
20,94.81,95.67,96.97,93.94,91.77,89.18,86.58,76.19,43.72,12.12,0.0,231
21,93.55,92.47,91.4,83.87,80.65,87.1,68.82,52.69,22.58,5.38,0.0,93
22,81.54,81.54,80.0,81.54,81.54,75.38,80.0,67.69,46.15,6.15,0.0,65
23,96.0,95.38,92.92,91.69,88.62,84.92,80.92,65.85,36.92,10.77,0.0,325
24,65.0,45.0,45.0,35.0,35.0,15.0,15.0,10.0,0.0,0.0,0.0,20
25,76.19,66.67,66.67,61.9,71.43,66.67,57.14,33.33,9.52,0.0,0.0,21
26,95.45,86.36,90.91,90.91,77.27,63.64,59.09,31.82,13.64,0.0,0.0,22
27,0.0,5.88,0.0,0.0,0.0,11.76,0.0,5.88,5.88,5.88,0.0,17
28,98.05,96.48,96.88,96.09,95.7,94.14,91.41,82.81,73.05,41.02,1.95,256
29,80.7,64.91,63.16,59.65,54.39,47.37,36.84,15.79,15.79,0.0,0.0,57
30,96.98,96.75,94.9,94.43,94.2,93.04,89.1,86.54,78.19,48.49,0.0,431
31,93.33,92.78,93.89,91.67,91.67,88.33,88.33,81.11,73.33,45.56,4.44,180
32,96.63,96.35,95.51,95.51,92.98,92.7,91.01,87.36,74.72,54.78,2.53,356
33,83.33,83.33,83.33,83.33,77.78,83.33,72.22,50.0,27.78,0.0,0.0,18
34,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.95,57.14,0.0,0.0,21
35,94.29,77.14,68.57,62.86,71.43,51.43,37.14,25.71,20.0,2.86,2.86,35
36,99.35,98.7,98.7,97.4,97.4,94.16,92.86,87.01,74.68,42.86,0.0,154
37,95.68,96.4,93.53,97.12,96.4,95.68,91.37,82.73,68.35,44.6,1.44,139
38,77.78,77.78,55.56,66.67,44.44,55.56,44.44,22.22,22.22,0.0,0.0,9
39,78.79,75.76,75.76,87.88,63.64,63.64,57.58,30.3,6.06,3.03,0.0,33
40,89.36,78.72,74.47,76.6,74.47,72.34,68.09,70.21,42.55,12.77,0.0,47
41,92.78,91.75,93.81,90.72,89.69,89.69,87.63,74.23,51.55,11.34,1.03,97
42,92.31,89.74,89.74,85.9,85.9,76.92,73.08,69.23,39.74,6.41,0.0,78
43,98.15,98.15,96.3,92.59,90.74,81.48,68.52,55.56,38.89,5.56,0.0,54
44,85.71,71.43,85.71,71.43,85.71,85.71,57.14,71.43,57.14,0.0,0.0,7
45,99.25,96.98,97.74,96.6,95.47,93.21,89.81,84.15,58.11,20.38,0.0,265
46,97.25,96.08,96.08,92.55,90.59,85.49,74.9,54.9,30.2,7.06,0.0,255
47,85.19,77.78,81.48,85.19,62.96,59.26,33.33,37.04,7.41,0.0,0.0,27
48,93.21,91.98,89.2,86.73,83.33,76.23,67.9,53.4,32.72,7.41,0.0,324
49,91.07,92.86,94.64,92.86,87.5,83.93,66.07,50.0,30.36,8.93,0.0,56
50,94.2,92.03,89.86,85.51,83.09,79.71,74.88,65.7,47.58,29.47,4.83,414
51,94.65,89.71,86.42,86.42,80.66,73.25,63.79,51.03,26.34,8.23,0.0,243
52,97.93,96.28,96.28,94.83,90.91,87.6,80.99,73.14,57.85,23.35,0.0,484
53,90.76,87.82,87.39,87.82,83.61,77.31,72.69,60.08,44.96,21.43,2.94,238
54,43.75,37.5,37.5,31.25,18.75,18.75,6.25,6.25,0.0,0.0,0.0,16
55,95.67,87.01,85.71,82.25,75.76,68.4,53.25,35.06,12.99,1.73,0.0,231
56,79.17,66.67,62.5,70.83,50.0,41.67,37.5,37.5,8.33,0.0,0.0,24
57,93.88,90.82,90.31,87.24,85.71,73.98,67.35,58.16,35.2,7.14,0.0,196
58,91.67,75.0,66.67,75.0,66.67,58.33,41.67,33.33,0.0,0.0,0.0,12
59,100.0,96.3,96.3,88.89,81.48,66.67,44.44,48.15,18.52,0.0,3.7,27
60,92.06,87.3,87.3,82.54,66.67,61.9,46.03,28.57,19.05,1.59,0.0,63
61,94.64,92.86,94.64,92.86,91.07,89.29,80.36,66.07,30.36,7.14,1.79,56
62,75.76,69.7,72.73,69.7,66.67,45.45,30.3,18.18,9.09,3.03,0.0,33
63,97.33,96.89,94.22,93.33,93.78,94.22,93.33,90.67,80.44,56.89,0.0,225
64,27.27,36.36,27.27,27.27,18.18,9.09,9.09,0.0,0.0,0.0,0.0,11
65,33.33,33.33,11.11,33.33,11.11,11.11,0.0,0.0,0.0,0.0,0.0,9
66,85.38,84.62,83.85,84.62,76.92,82.31,72.31,71.54,69.23,47.69,3.85,130
67,99.44,99.44,99.44,98.89,95.0,95.56,94.44,76.11,59.44,20.0,1.11,180
68,94.44,94.44,88.89,86.11,83.33,80.56,69.44,55.56,27.78,5.56,0.0,36
69,72.73,72.73,72.73,72.73,72.73,72.73,72.73,45.45,18.18,0.0,0.0,11
70,100.0,100.0,98.28,96.55,94.83,93.1,82.76,60.34,32.76,3.45,0.0,58
71,95.83,95.83,95.83,95.83,91.67,87.5,75.0,50.0,25.0,0.0,0.0,24
72,97.67,91.86,90.7,95.35,88.37,87.21,80.23,70.93,39.53,6.98,0.0,86
73,91.84,91.84,93.88,87.76,85.71,85.71,75.51,55.1,30.61,4.08,0.0,49
74,97.57,96.6,95.15,95.63,93.69,90.78,86.89,81.07,71.36,41.26,8.74,206
75,94.12,94.12,88.24,80.39,76.47,76.47,66.67,54.9,29.41,0.0,0.0,51
76,88.89,77.78,77.78,55.56,66.67,61.11,44.44,33.33,16.67,5.56,0.0,18
77,85.51,85.51,81.88,78.26,73.91,75.36,57.25,49.28,30.43,8.7,0.0,138
78,97.97,96.95,94.92,92.39,89.85,87.82,80.71,67.01,48.22,13.71,0.0,197
79,91.26,89.32,91.26,89.32,91.26,86.41,72.82,65.05,33.98,5.83,0.0,103
80,100.0,100.0,100.0,66.67,100.0,66.67,33.33,0.0,0.0,0.0,0.0,3
81,80.56,86.11,83.33,86.11,86.11,80.56,80.56,75.0,27.78,2.78,0.0,36
82,85.71,85.71,57.14,57.14,28.57,28.57,42.86,0.0,0.0,0.0,0.0,7
83,96.15,92.31,92.31,92.31,85.9,80.77,71.79,64.1,47.44,8.97,2.56,78
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
85,33.33,11.11,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,9
86,91.57,89.33,88.76,89.33,87.64,82.02,71.35,62.36,46.63,17.98,3.37,178
87,96.84,84.81,79.11,76.58,61.39,53.8,37.34,25.32,14.56,0.63,0.0,158
88,78.57,71.43,78.57,67.86,67.86,67.86,64.29,60.71,42.86,14.29,0.0,28
89,12.5,25.0,25.0,12.5,12.5,25.0,12.5,12.5,25.0,0.0,0.0,8
90,96.6,96.6,97.09,96.44,96.44,96.28,93.69,92.39,89.97,74.76,46.28,618
91,89.83,86.44,81.36,79.66,72.88,57.63,49.15,27.12,16.95,5.08,0.0,59
92,25.0,25.0,41.67,8.33,8.33,25.0,0.0,16.67,0.0,0.0,0.0,12
93,56.9,55.17,50.0,55.17,53.45,46.55,41.38,17.24,12.07,3.45,0.0,58
94,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,3
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
96,42.86,42.86,42.86,42.86,42.86,14.29,42.86,14.29,14.29,0.0,0.0,7
97,87.3,88.89,84.13,82.54,80.95,79.37,73.02,58.73,42.86,15.87,1.59,63
98,66.67,100.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,3
99,78.95,78.95,78.95,78.95,73.68,73.68,73.68,73.68,31.58,0.0,0.0,19
100,33.33,16.67,16.67,33.33,33.33,33.33,16.67,0.0,33.33,0.0,0.0,6
101,60.0,40.0,40.0,60.0,40.0,60.0,20.0,60.0,20.0,0.0,0.0,5
102,96.0,88.0,92.0,84.0,76.0,64.0,56.0,32.0,8.0,0.0,0.0,25
