images,Original_model_42_noiselevelfog,fog1_model_42_noiselevelfog,fog2_model_42_noiselevelfog,fog3_model_42_noiselevelfog,fog4_model_42_noiselevelfog,fog5_model_42_noiselevelfog,fog6_model_42_noiselevelfog,fog7_model_42_noiselevelfog,fog8_model_42_noiselevelfog,fog9_model_42_noiselevelfog,fog10_model_42_noiselevelfog
9773,92.99031617722297,90.83149493502506,89.61506190524914,88.16123708175586,85.17336641768138,81.39794228998261,74.77757085848766,64.79053105494732,47.19122173334697,22.951793717384632,3.837124731402845
