filter,ideal_42,idealnoise_42
Original,94.82255704491968,93.46166581397728
fog,42.004048910262966,79.10508953238514
night,89.7160257853269,91.17982400491148
rain,93.4313946587537,92.70466386984549
snow,84.16022920290594,89.54310037859408
day,94.29016883249768,93.0724997441932
