images,Original_model_52_one,Original_model_49_one,Original_model_42_one,fog_model_52_one,fog_model_49_one,fog_model_42_one,night_model_52_one,night_model_49_one,night_model_42_one,rain_model_52_one,rain_model_49_one,rain_model_42_one,snow_model_52_one,snow_model_49_one,snow_model_42_one,day_model_52_one,day_model_49_one,day_model_42_one
11032,83.99261511965193,81.71710297316895,84.35463741841913,23.53221265409717,29.813460841189272,29.550588288614932,68.62779278462654,63.352374002900646,72.13538614938362,75.6167766497462,73.5860569253082,77.11209390862945,75.97046410442351,73.19667693981145,75.89766044234955,83.59367204496012,81.48136058738216,84.32732052211747
