class,filters,error
16,fog,44.24
46,fog,11.67
111,fog,8.94
31,fog,38.17
68,fog,10.26
30,fog,61.68
90,fog,45.82
50,fog,27.36
48,fog,34.05
42,fog,20.0
23,fog,46.04
78,fog,15.61
99,fog,4.35
52,fog,20.87
59,fog,16.67
40,fog,25.0
53,fog,19.41
37,fog,22.38
66,fog,6.62
29,fog,0.0
32,fog,62.61
45,fog,23.11
77,fog,26.57
74,fog,32.34
63,fog,19.82
2,fog,26.79
49,fog,22.03
116,fog,3.12
20,fog,31.6
67,fog,15.93
6,fog,15.87
87,fog,4.79
41,fog,42.57
28,fog,18.92
17,fog,14.55
5,fog,0.0
21,fog,15.62
15,fog,13.12
110,fog,22.78
114,fog,17.07
120,fog,5.26
57,fog,3.55
95,fog,0.0
55,fog,8.97
61,fog,5.26
69,fog,6.67
19,fog,10.09
22,fog,52.86
43,fog,32.76
51,fog,8.2
86,fog,1.1
8,fog,0.0
35,fog,27.78
97,fog,14.06
118,fog,11.46
125,fog,11.54
9,fog,0.0
36,fog,60.26
83,fog,30.86
72,fog,18.89
60,fog,0.0
81,fog,5.41
128,fog,12.12
4,fog,11.11
79,fog,3.74
12,fog,16.83
39,fog,25.0
75,fog,16.67
84,fog,0.0
92,fog,0.0
0,fog,14.29
47,fog,3.23
1,fog,10.42
121,fog,4.17
62,fog,17.14
10,fog,43.75
106,fog,0.0
119,fog,61.76
91,fog,16.39
71,fog,0.0
93,fog,4.92
76,fog,15.79
11,fog,50.0
103,fog,0.0
64,fog,7.14
124,fog,22.92
14,fog,0.0
26,fog,17.39
73,fog,30.0
117,fog,0.0
38,fog,0.0
27,fog,0.0
34,fog,30.43
126,fog,35.48
7,fog,9.09
89,fog,0.0
127,fog,0.0
102,fog,14.81
108,fog,0.0
88,fog,3.45
70,fog,3.12
80,fog,0.0
33,fog,61.11
44,fog,0.0
3,fog,18.18
25,fog,4.35
96,fog,0.0
56,fog,12.5
24,fog,0.0
54,fog,11.11
100,fog,22.22
104,fog,0.0
65,fog,9.09
107,fog,0.0
113,fog,0.0
123,fog,0.0
115,fog,0.0
129,fog,0.0
112,fog,0.0
105,fog,15.79
82,fog,0.0
101,fog,0.0
85,fog,0.0
58,fog,16.67
18,fog,44.44
98,fog,0.0
122,fog,0.0
13,fog,0.0
109,fog,0.0
94,fog,0.0
