class,filters,error
28,day,86.49
32,day,97.45
48,day,92.02
76,day,84.21
36,day,92.31
23,day,93.9
117,day,29.03
46,day,96.11
50,day,86.68
16,day,90.29
118,day,66.67
90,day,95.18
17,day,74.55
121,day,16.67
66,day,69.12
110,day,72.78
57,day,67.51
4,day,77.78
123,day,40.0
11,day,70.83
78,day,91.35
40,day,81.25
22,day,81.43
103,day,88.24
33,day,88.89
39,day,58.33
31,day,90.32
15,day,90.62
51,day,70.9
30,day,95.33
55,day,81.2
87,day,43.71
86,day,32.42
53,day,86.92
21,day,90.62
20,day,88.74
111,day,31.06
37,day,96.5
116,day,43.75
45,day,85.61
63,day,88.99
52,day,90.5
81,day,94.59
97,day,89.06
19,day,77.98
75,day,85.19
0,day,96.03
41,day,93.07
34,day,78.26
77,day,88.81
70,day,92.19
124,day,33.33
91,day,75.41
100,day,0.0
35,day,80.56
125,day,7.69
72,day,91.11
83,day,93.83
74,day,93.03
79,day,95.33
61,day,87.72
99,day,100.0
128,day,36.36
2,day,89.29
126,day,45.16
5,day,75.0
49,day,81.36
25,day,78.26
1,day,91.67
84,day,0.0
54,day,77.78
101,day,75.0
64,day,35.71
24,day,47.62
42,day,93.75
88,day,62.07
60,day,75.38
7,day,40.91
27,day,4.35
12,day,87.13
71,day,72.0
18,day,33.33
6,day,74.6
59,day,76.67
44,day,75.0
56,day,41.67
62,day,91.43
68,day,82.05
114,day,36.59
119,day,95.59
67,day,95.6
93,day,86.89
85,day,10.0
8,day,14.29
122,day,0.0
80,day,80.0
26,day,47.83
65,day,63.64
3,day,81.82
38,day,70.0
69,day,86.67
120,day,5.26
29,day,52.54
127,day,38.46
73,day,90.0
102,day,88.89
109,day,12.5
43,day,96.55
129,day,16.67
92,day,33.33
98,day,100.0
9,day,50.0
47,day,70.97
10,day,75.0
115,day,0.0
96,day,33.33
105,day,78.95
58,day,83.33
95,day,20.0
82,day,75.0
112,day,0.0
89,day,33.33
14,day,25.0
107,day,100.0
13,day,60.0
94,day,0.0
104,day,0.0
106,day,50.0
113,day,0.0
108,day,0.0
