class,filters,error
90,night,93.89
64,night,35.71
23,night,93.9
55,night,87.61
52,night,91.74
41,night,91.09
30,night,97.2
59,night,100.0
67,night,82.97
51,night,84.43
84,night,20.0
19,night,81.65
86,night,9.89
31,night,79.57
48,night,90.49
37,night,81.12
50,night,90.31
53,night,84.39
77,night,69.93
32,night,96.6
119,night,98.53
35,night,50.0
111,night,23.4
15,night,94.38
58,night,83.33
10,night,75.0
110,night,66.11
40,night,85.42
1,night,91.67
36,night,79.49
21,night,80.21
46,night,93.39
16,night,93.88
83,night,93.83
72,night,85.56
125,night,0.0
0,night,87.3
22,night,95.71
66,night,19.12
2,night,94.64
79,night,74.77
28,night,89.96
74,night,78.11
78,night,80.49
62,night,94.29
68,night,89.74
70,night,64.06
20,night,86.58
12,night,91.09
127,night,23.08
45,night,87.12
87,night,20.96
91,night,63.93
96,night,22.22
63,night,56.39
114,night,21.95
93,night,1.64
118,night,73.96
56,night,25.0
116,night,46.88
17,night,81.82
81,night,86.49
100,night,22.22
29,night,42.37
85,night,30.0
57,night,84.77
39,night,88.89
11,night,89.58
42,night,85.0
24,night,85.71
49,night,79.66
7,night,77.27
61,night,87.72
25,night,86.96
97,night,85.94
43,night,82.76
105,night,78.95
60,night,81.54
88,night,27.59
121,night,41.67
18,night,88.89
6,night,84.13
112,night,0.0
124,night,43.75
126,night,58.06
47,night,74.19
99,night,100.0
128,night,6.06
102,night,88.89
104,night,25.0
26,night,73.91
69,night,93.33
103,night,82.35
3,night,77.27
117,night,22.58
38,night,90.0
129,night,5.56
107,night,100.0
94,night,0.0
4,night,66.67
113,night,0.0
5,night,75.0
76,night,63.16
71,night,80.0
92,night,13.33
95,night,0.0
33,night,83.33
120,night,10.53
54,night,77.78
73,night,62.0
82,night,12.5
89,night,33.33
75,night,44.44
115,night,0.0
34,night,86.96
44,night,62.5
14,night,25.0
101,night,25.0
27,night,0.0
8,night,85.71
65,night,27.27
123,night,0.0
13,night,20.0
109,night,50.0
106,night,33.33
98,night,0.0
9,night,75.0
108,night,75.0
80,night,40.0
122,night,0.0
