class,filters,error
57,fog,10.66
66,fog,13.97
51,fog,5.33
72,fog,32.22
55,fog,11.11
42,fog,48.75
111,fog,11.91
110,fog,28.33
23,fog,50.0
15,fog,31.25
87,fog,2.4
50,fog,41.16
46,fog,12.84
47,fog,19.35
25,fog,39.13
31,fog,50.54
90,fog,46.95
21,fog,26.04
52,fog,28.1
41,fog,40.59
71,fog,0.0
86,fog,9.34
53,fog,14.35
22,fog,61.43
59,fog,10.0
20,fog,40.69
45,fog,21.59
127,fog,23.08
0,fog,37.3
7,fog,2.27
48,fog,37.42
124,fog,4.17
32,fog,60.06
77,fog,21.68
30,fog,61.68
16,fog,46.04
83,fog,28.4
67,fog,31.32
28,fog,36.68
105,fog,10.53
12,fog,30.69
60,fog,6.15
37,fog,18.18
103,fog,11.76
19,fog,8.26
63,fog,19.38
116,fog,9.38
97,fog,23.44
38,fog,10.0
4,fog,11.11
79,fog,24.3
76,fog,21.05
74,fog,28.86
119,fog,55.88
78,fog,10.58
3,fog,31.82
92,fog,13.33
93,fog,29.51
114,fog,12.2
62,fog,14.29
61,fog,24.56
118,fog,29.17
102,fog,7.41
91,fog,36.07
2,fog,48.21
36,fog,48.08
49,fog,18.64
13,fog,0.0
44,fog,25.0
121,fog,0.0
29,fog,3.39
70,fog,45.31
56,fog,0.0
24,fog,4.76
73,fog,24.0
99,fog,8.7
115,fog,0.0
27,fog,0.0
117,fog,12.9
17,fog,1.82
120,fog,0.0
125,fog,3.85
43,fog,48.28
68,fog,20.51
81,fog,5.41
40,fog,29.17
6,fog,57.14
1,fog,22.92
10,fog,18.75
39,fog,36.11
54,fog,44.44
18,fog,0.0
101,fog,0.0
26,fog,26.09
129,fog,5.56
109,fog,0.0
64,fog,0.0
65,fog,9.09
34,fog,56.52
122,fog,0.0
5,fog,0.0
14,fog,25.0
98,fog,0.0
108,fog,0.0
33,fog,38.89
128,fog,6.06
35,fog,22.22
58,fog,0.0
8,fog,0.0
126,fog,35.48
88,fog,3.45
80,fog,40.0
95,fog,0.0
85,fog,10.0
112,fog,0.0
89,fog,0.0
123,fog,0.0
84,fog,0.0
104,fog,0.0
100,fog,0.0
75,fog,40.74
113,fog,0.0
11,fog,12.5
96,fog,33.33
82,fog,0.0
94,fog,0.0
69,fog,40.0
106,fog,0.0
107,fog,37.5
9,fog,0.0
