class,filters,error
55,rain,48.72
90,rain,96.95
89,rain,77.78
30,rain,93.22
12,rain,64.36
51,rain,52.46
118,rain,70.83
67,rain,70.33
23,rain,92.07
110,rain,75.0
72,rain,94.44
76,rain,63.16
8,rain,71.43
111,rain,29.36
19,rain,20.18
103,rain,47.06
57,rain,32.99
86,rain,59.34
52,rain,82.44
28,rain,88.03
41,rain,71.29
60,rain,24.62
99,rain,95.65
10,rain,62.5
53,rain,58.23
87,rain,71.86
50,rain,83.05
2,rain,91.07
97,rain,85.94
45,rain,80.3
124,rain,41.67
36,rain,88.46
48,rain,85.89
6,rain,76.19
91,rain,62.3
39,rain,66.67
16,rain,91.37
126,rain,41.94
112,rain,0.0
62,rain,40.0
32,rain,92.35
46,rain,52.92
70,rain,96.88
74,rain,85.57
56,rain,45.83
20,rain,77.92
22,rain,91.43
37,rain,90.21
66,rain,34.56
98,rain,0.0
15,rain,70.62
78,rain,90.73
61,rain,82.46
27,rain,0.0
77,rain,74.13
42,rain,86.25
82,rain,25.0
1,rain,66.67
29,rain,27.12
64,rain,85.71
31,rain,73.66
38,rain,100.0
63,rain,78.85
0,rain,78.57
25,rain,47.83
114,rain,87.8
40,rain,93.75
125,rain,5.77
21,rain,78.12
47,rain,32.26
3,rain,54.55
127,rain,19.23
79,rain,95.33
43,rain,86.21
128,rain,18.18
121,rain,20.83
117,rain,9.68
102,rain,85.19
7,rain,45.45
68,rain,56.41
59,rain,96.67
26,rain,65.22
88,rain,75.86
92,rain,46.67
34,rain,82.61
93,rain,75.41
129,rain,33.33
83,rain,96.3
75,rain,74.07
73,rain,78.0
35,rain,80.56
71,rain,84.0
17,rain,45.45
116,rain,65.62
119,rain,92.65
49,rain,86.44
108,rain,75.0
11,rain,81.25
54,rain,38.89
123,rain,40.0
44,rain,50.0
33,rain,94.44
13,rain,0.0
95,rain,0.0
81,rain,78.38
85,rain,60.0
24,rain,19.05
106,rain,66.67
100,rain,44.44
14,rain,0.0
80,rain,60.0
96,rain,33.33
109,rain,50.0
105,rain,84.21
84,rain,20.0
58,rain,83.33
120,rain,10.53
65,rain,54.55
101,rain,50.0
69,rain,93.33
107,rain,100.0
5,rain,12.5
115,rain,0.0
94,rain,25.0
4,rain,22.22
122,rain,0.0
18,rain,100.0
9,rain,25.0
113,rain,0.0
104,rain,0.0
