class,filters,error
71,snow,88.0
0,snow,84.13
23,snow,92.68
30,snow,94.63
106,snow,33.33
57,snow,71.07
102,snow,81.48
32,snow,95.75
50,snow,84.99
61,snow,82.46
31,snow,91.4
52,snow,84.09
37,snow,91.61
41,snow,89.11
90,snow,96.95
125,snow,17.31
70,snow,76.56
46,snow,80.93
66,snow,65.44
74,snow,86.07
118,snow,77.08
51,snow,70.08
81,snow,83.78
12,snow,79.21
77,snow,86.71
20,snow,83.98
16,snow,90.65
97,snow,87.5
11,snow,91.67
55,snow,72.22
28,snow,86.1
78,snow,89.27
63,snow,86.78
45,snow,92.05
6,snow,82.54
64,snow,64.29
15,snow,88.12
72,snow,95.56
127,snow,19.23
21,snow,76.04
110,snow,78.89
36,snow,94.87
117,snow,9.68
29,snow,49.15
1,snow,70.83
79,snow,95.33
73,snow,86.0
75,snow,77.78
34,snow,86.96
83,snow,96.3
48,snow,89.26
40,snow,89.58
22,snow,94.29
53,snow,78.48
119,snow,97.06
100,snow,0.0
91,snow,77.05
2,snow,82.14
47,snow,67.74
99,snow,100.0
111,snow,41.7
116,snow,75.0
88,snow,65.52
42,snow,93.75
93,snow,57.38
49,snow,81.36
67,snow,84.62
8,snow,85.71
19,snow,52.29
54,snow,66.67
3,snow,72.73
13,snow,20.0
120,snow,10.53
114,snow,73.17
126,snow,61.29
43,snow,84.48
68,snow,79.49
62,snow,77.14
92,snow,13.33
56,snow,58.33
87,snow,52.69
39,snow,75.0
86,snow,43.96
59,snow,90.0
35,snow,69.44
82,snow,75.0
5,snow,75.0
18,snow,77.78
27,snow,0.0
121,snow,29.17
124,snow,37.5
60,snow,61.54
128,snow,24.24
17,snow,89.09
65,snow,45.45
7,snow,72.73
108,snow,75.0
123,snow,0.0
10,snow,75.0
103,snow,82.35
105,snow,84.21
44,snow,62.5
113,snow,40.0
4,snow,77.78
25,snow,69.57
26,snow,82.61
76,snow,73.68
33,snow,77.78
115,snow,0.0
96,snow,44.44
98,snow,0.0
58,snow,83.33
14,snow,0.0
24,snow,76.19
112,snow,0.0
129,snow,11.11
95,snow,0.0
89,snow,55.56
38,snow,70.0
107,snow,100.0
80,snow,60.0
85,snow,30.0
84,snow,40.0
69,snow,86.67
101,snow,37.5
104,snow,0.0
9,snow,50.0
109,snow,50.0
122,snow,0.0
94,snow,0.0
