class,filters,error
46,night,92.94
21,night,82.8
51,night,84.77
50,night,87.68
19,night,86.79
16,night,93.41
77,night,25.36
33,night,72.22
23,night,96.0
55,night,88.74
28,night,97.66
32,night,95.79
2,night,90.74
70,night,91.38
74,night,69.9
52,night,89.26
66,night,33.85
48,night,96.6
45,night,95.85
57,night,82.14
97,night,68.25
31,night,75.0
20,night,95.24
90,night,90.13
63,night,42.67
87,night,9.49
78,night,88.32
79,night,65.05
67,night,68.89
41,night,93.81
62,night,93.94
1,night,95.45
71,night,12.5
43,night,90.74
12,night,94.9
102,night,88.0
36,night,87.66
15,night,94.3
73,night,67.35
25,night,95.24
0,night,92.68
53,night,89.5
86,night,70.22
4,night,88.89
6,night,71.67
61,night,89.29
30,night,97.91
83,night,88.46
68,night,83.33
40,night,72.34
42,night,93.59
7,night,85.0
56,night,16.67
58,night,66.67
91,night,66.1
24,night,70.0
22,night,78.46
37,night,94.24
93,night,63.79
17,night,75.0
29,night,45.61
60,night,85.71
100,night,0.0
10,night,92.31
13,night,25.0
88,night,46.43
47,night,96.3
59,night,100.0
64,night,0.0
65,night,0.0
75,night,39.22
34,night,85.71
35,night,82.86
76,night,72.22
11,night,80.0
81,night,38.89
38,night,44.44
49,night,94.64
39,night,81.82
3,night,80.95
72,night,66.28
82,night,0.0
89,night,0.0
26,night,86.36
92,night,8.33
54,night,37.5
14,night,33.33
99,night,0.0
27,night,0.0
5,night,71.43
96,night,0.0
80,night,100.0
44,night,100.0
69,night,54.55
95,night,0.0
101,night,0.0
85,night,22.22
84,night,0.0
18,night,100.0
98,night,0.0
94,night,0.0
9,night,100.0
8,night,66.67
