category,images,Original_model_52_baseline,Original_model_49_baseline,Original_model_42_baseline,fog_model_52_baseline,fog_model_49_baseline,fog_model_42_baseline,night_model_52_baseline,night_model_49_baseline,night_model_42_baseline,rain_model_52_baseline,rain_model_49_baseline,rain_model_42_baseline,snow_model_52_baseline,snow_model_49_baseline,snow_model_42_baseline,day_model_52_baseline,day_model_49_baseline,day_model_42_baseline
Dangerous warning,2228,92.23637791741471,84.64953770197486,88.73358617594256,37.92649461400359,40.7090933572711,57.2246723518851,89.273473967684,80.29709156193896,86.04189407540395,84.78469928186713,79.13014811490126,81.24054308797126,69.5692684021544,60.45890484739679,61.75883303411132,92.14654398563735,84.69492369838422,88.77964542190304
Regularoty,7545,93.51989529489728,89.7025858184228,90.96023194168323,37.800744864148434,40.07910404241219,40.82167925778662,79.40299668654738,76.2096447978794,79.8544612326044,85.6458621603711,79.53573094764744,80.53023989396951,69.62281510934393,54.896735586481114,58.62227567925778,93.41417892644135,89.84787408880052,90.8549940357853
