class,filters,error
46,night,91.76
21,night,67.74
51,night,82.72
50,night,86.96
19,night,68.87
16,night,93.41
77,night,50.72
33,night,77.78
23,night,89.23
55,night,80.52
28,night,92.97
32,night,89.04
2,night,87.04
70,night,87.93
74,night,83.5
52,night,88.22
66,night,24.62
48,night,90.43
45,night,89.06
57,night,65.82
97,night,84.13
31,night,71.67
20,night,80.52
90,night,83.98
63,night,40.0
87,night,22.15
78,night,77.16
79,night,83.5
67,night,85.56
41,night,89.69
62,night,78.79
1,night,81.82
71,night,75.0
43,night,90.74
12,night,84.69
102,night,76.0
36,night,83.12
15,night,91.77
73,night,53.06
25,night,85.71
0,night,93.5
53,night,69.75
86,night,24.72
4,night,66.67
6,night,76.67
61,night,91.07
30,night,95.82
83,night,89.74
68,night,52.78
40,night,85.11
42,night,91.03
7,night,37.5
56,night,12.5
58,night,83.33
91,night,84.75
24,night,35.0
22,night,81.54
37,night,85.61
93,night,15.52
17,night,34.62
29,night,26.32
60,night,98.41
100,night,0.0
10,night,84.62
13,night,25.0
88,night,85.71
47,night,74.07
59,night,100.0
64,night,18.18
65,night,0.0
75,night,49.02
34,night,90.48
35,night,48.57
76,night,66.67
11,night,71.11
81,night,16.67
38,night,66.67
49,night,85.71
39,night,60.61
3,night,47.62
72,night,65.12
82,night,0.0
89,night,75.0
26,night,81.82
92,night,8.33
54,night,37.5
14,night,33.33
99,night,78.95
27,night,5.88
5,night,28.57
96,night,0.0
80,night,100.0
44,night,85.71
69,night,63.64
95,night,0.0
101,night,40.0
85,night,22.22
84,night,0.0
18,night,40.0
98,night,0.0
94,night,0.0
9,night,66.67
8,night,0.0
