category,sub-category,images,Original_model_52,Original_model_49,Original_model_42,fog_model_52,fog_model_49,fog_model_42,night_model_52,night_model_49,night_model_42,rain_model_52,rain_model_49,rain_model_42,snow_model_52,snow_model_49,snow_model_42,day_model_52,day_model_49,day_model_42
Dangerous warning,Dangerous warning,2228,92.23637791741471,84.64953770197486,88.73358617594256,37.92649461400359,40.7090933572711,57.2246723518851,89.273473967684,80.29709156193896,86.04189407540395,84.78469928186713,79.13014811490126,81.24054308797126,69.5692684021544,60.45890484739679,61.75883303411132,92.14654398563734,84.69492369838422,88.77964542190304
Regularoty,Priority ,1041,96.926176753122,94.33560038424591,96.1587800192123,63.87865513928913,73.00603266090297,66.8580595581172,92.02730067243036,87.31731988472623,90.49041306436119,94.23540826128722,91.44914505283383,91.25693563880884,85.49677233429395,71.75760806916426,75.69714697406341,97.21436119116234,94.7196926032661,95.77546589817483
Regularoty,Prohibitory,3957,94.08691180187009,89.8915087187263,91.35548395248925,30.352378064190038,32.80257518321961,35.25406873894365,84.25525650745513,79.22720495324744,82.61326762699017,82.30908263836238,75.76443265099823,76.82599191306544,64.21545615365176,48.36921152388173,51.277172100075816,93.80955016426586,89.96740207227697,91.10428860247663
Regularoty,Mandatory,1203,93.85026600166255,91.60380714879469,92.7672319201995,35.91231088944306,34.66099750623441,32.0862676641729,64.50448046550291,71.24081463009145,76.1431255195345,88.61196176226102,82.12691604322528,85.20369077306734,71.23944305901912,58.35303408146301,64.33770573566086,93.60168744804656,91.77060681629261,92.93372402327516
Regularoty,Special regulations,1344,88.91642857142857,83.85607886904764,84.15255208333335,41.22177827380953,40.84865327380953,44.866220238095245,68.67429315476188,63.16941220238095,66.81585565476192,86.16200892857144,79.09225446428572,78.94471726190476,71.80088541666667,57.96170386904762,61.9064806547619,89.13884672619048,84.00145833333332,84.44920386904764
