images,Original_model_42_ideallevelrain,rain1_model_42_ideallevelrain,rain2_model_42_ideallevelrain,rain3_model_42_ideallevelrain,rain4_model_42_ideallevelrain,rain5_model_42_ideallevelrain,rain6_model_42_ideallevelrain,rain7_model_42_ideallevelrain,rain8_model_42_ideallevelrain,rain9_model_42_ideallevelrain,rain10_model_42_ideallevelrain
9773,94.63953545482453,94.27017599508851,93.93239435178553,93.64613424741636,93.40000716259084,92.92863910774585,92.6521170571984,92.17163921006856,91.8547088918449,91.72216514887957,91.39478154098025
