category,images,Original_model_42_ideallevelrain,rain1_model_42_ideallevelrain,rain2_model_42_ideallevelrain,rain3_model_42_ideallevelrain,rain4_model_42_ideallevelrain,rain5_model_42_ideallevelrain,rain6_model_42_ideallevelrain,rain7_model_42_ideallevelrain,rain8_model_42_ideallevelrain,rain9_model_42_ideallevelrain,rain10_model_42_ideallevelrain
Dangerous warning,2228,92.81926840215439,92.37046678635546,91.78746409335727,91.96657989228007,91.38316427289048,90.48388240574505,90.52841561938958,90.70782315978457,90.70976660682226,90.08178186714542,90.30544883303409
Regularoty,7545,95.17705102717032,94.83115043074882,94.56578131212723,94.14209807819749,93.99557057654077,93.65056328694502,93.27923525513584,92.60389662027832,92.19280450629557,92.20656196156396,91.71645593108018
