images,Original_model_42_noise,fognight_model_42_noise,fogsnow_model_42_noise,fograin_model_42_noise,rainnight_model_42_noise,snownight_model_42_noise
9773,92.61195436406426,65.17930113578225,66.00809679729869,73.31519083188375,73.27382380026604,55.786622326818794
