images,Original_model_42_ideal,fognight_model_42_ideal,fogsnow_model_42_ideal,fograin_model_42_ideal,rainnight_model_42_ideal,snownight_model_42_ideal
9773,94.42313823800264,41.02109894607593,32.73327023431904,44.5717896244756,61.260516729765676,23.995363757290498
