category,images,Original_model_42_noiselevelfog,fog1_model_42_noiselevelfog,fog2_model_42_noiselevelfog,fog3_model_42_noiselevelfog,fog4_model_42_noiselevelfog,fog5_model_42_noiselevelfog,fog6_model_42_noiselevelfog,fog7_model_42_noiselevelfog,fog8_model_42_noiselevelfog,fog9_model_42_noiselevelfog,fog10_model_42_noiselevelfog
Dangerous warning,2228,91.29289048473967,89.13821364452421,88.06154398563733,86.40106822262116,82.94501346499102,79.48808348294435,70.86864003590667,59.426458707360865,40.30495960502693,13.914165170556553,0.7620062836624775
Regularoty,7545,93.0947064280981,91.55803711066932,90.70886282306164,89.51651292246522,87.59456063618289,84.53271040424124,77.95806361829027,69.63490656063618,54.56533333333334,28.95891318754142,2.9416858846918488
