images,Original_model_42_ideallevelrain,rain1_model_42_ideallevelrain,rain2_model_42_ideallevelrain,rain3_model_42_ideallevelrain,rain4_model_42_ideallevelrain,rain5_model_42_ideallevelrain,rain6_model_42_ideallevelrain,rain7_model_42_ideallevelrain,rain8_model_42_ideallevelrain,rain9_model_42_ideallevelrain,rain10_model_42_ideallevelrain
9773,94.46426276476006,94.19846618233909,93.91168627852247,93.64495344315972,93.31906988642177,92.92963777755038,92.4485429243835,92.31521538933795,92.11063337767318,91.59904328251305,91.39439680753094
