class,filters,error
77,Original,91.3
23,Original,97.23
53,Original,91.18
20,Original,97.4
25,Original,85.71
15,Original,92.41
50,Original,96.62
32,Original,97.19
16,Original,94.14
48,Original,94.75
86,Original,91.57
30,Original,98.61
46,Original,97.65
61,Original,98.21
39,Original,87.88
19,Original,94.34
45,Original,100.0
31,Original,92.22
78,Original,97.97
21,Original,91.4
67,Original,99.44
52,Original,98.55
51,Original,97.12
90,Original,98.06
57,Original,97.45
62,Original,87.88
74,Original,96.12
6,Original,88.33
36,Original,100.0
63,Original,96.44
72,Original,97.67
26,Original,90.91
42,Original,92.31
0,Original,99.19
12,Original,94.9
79,Original,89.32
27,Original,17.65
73,Original,97.96
83,Original,96.15
1,Original,90.91
22,Original,76.92
87,Original,86.71
69,Original,90.91
7,Original,82.5
3,Original,66.67
43,Original,98.15
64,Original,36.36
28,Original,98.44
71,Original,95.83
66,Original,86.92
56,Original,91.67
24,Original,75.0
70,Original,100.0
10,Original,76.92
2,Original,87.04
49,Original,89.29
11,Original,91.11
85,Original,44.44
29,Original,89.47
68,Original,94.44
82,Original,100.0
91,Original,91.53
99,Original,84.21
55,Original,96.97
76,Original,88.89
75,Original,92.16
41,Original,95.88
60,Original,95.24
59,Original,100.0
93,Original,84.48
34,Original,100.0
37,Original,96.4
88,Original,85.71
40,Original,97.87
97,Original,77.78
17,Original,90.38
33,Original,83.33
102,Original,96.0
81,Original,94.44
4,Original,66.67
54,Original,62.5
47,Original,92.59
5,Original,85.71
44,Original,71.43
35,Original,91.43
84,Original,0.0
100,Original,50.0
92,Original,25.0
58,Original,91.67
98,Original,100.0
9,Original,66.67
13,Original,100.0
101,Original,100.0
95,Original,0.0
96,Original,57.14
18,Original,60.0
80,Original,100.0
14,Original,33.33
38,Original,55.56
89,Original,87.5
65,Original,77.78
8,Original,33.33
94,Original,33.33
