category,images,Original_model_42_ideallevelrain,rain1_model_42_ideallevelrain,rain2_model_42_ideallevelrain,rain3_model_42_ideallevelrain,rain4_model_42_ideallevelrain,rain5_model_42_ideallevelrain,rain6_model_42_ideallevelrain,rain7_model_42_ideallevelrain,rain8_model_42_ideallevelrain,rain9_model_42_ideallevelrain,rain10_model_42_ideallevelrain
Dangerous warning,2228,92.50489228007181,92.54862208258527,92.28057001795335,92.05453770197487,91.29294883303409,91.15859964093357,90.43972621184922,90.84412926391381,90.17006283662478,90.26135996409337,89.99108168761222
Regularoty,7545,95.04285487077536,94.68565672630879,94.3933465871438,94.11459509609013,93.91737309476474,93.45261630218687,93.04173624917163,92.74961961563949,92.68367395626244,91.99405434062294,91.808788601723
