images,Original_model_42_ideallevelnight,night1_model_42_ideallevelnight,night2_model_42_ideallevelnight,night3_model_42_ideallevelnight,night4_model_42_ideallevelnight,night5_model_42_ideallevelnight,night6_model_42_ideallevelnight,night7_model_42_ideallevelnight,night8_model_42_ideallevelnight,night9_model_42_ideallevelnight,night10_model_42_ideallevelnight
9773,94.48497902384119,93.97265527473651,93.64595620587333,93.64578941983015,93.19653125959273,92.73568914355876,92.09028855008697,91.49650158600224,90.72936150619051,89.60333981377265,88.80540263992633
