epoch,validation_loss,validation_accuracy
1,1.7799772024154663,0.5143710970878601
2,0.8010115027427673,0.7909789681434631
3,0.5256145000457764,0.8570005893707275
4,0.4150972068309784,0.8968412280082703
5,0.34840312600135803,0.9177575707435608
6,0.357427179813385,0.9261525273323059
7,0.3575955033302307,0.9322709441184998
8,0.3985501527786255,0.9287137389183044
9,0.3632117807865143,0.9321286082267761
10,0.4865482747554779,0.9315595030784607
11,0.442926824092865,0.9422310590744019
12,0.5320354104042053,0.9324132204055786
13,0.47757747769355774,0.9466419816017151
14,0.5682724714279175,0.9396699070930481
15,0.4845600724220276,0.9416618943214417
16,0.509082555770874,0.9483494758605957
17,0.5456312894821167,0.9479225873947144
18,0.5646817088127136,0.9479225873947144
19,0.5871821641921997,0.9482071995735168
20,0.6076135635375977,0.9482071995735168
21,0.6227619051933289,0.9480648636817932
22,0.6374233365058899,0.9480648636817932
23,0.6530467867851257,0.9482071995735168
24,0.666446328163147,0.9486340284347534
25,0.6797327995300293,0.9487763047218323
