epoch,validation_loss,validation_accuracy
1,1.041858434677124,0.7374786734580994
2,0.4565766751766205,0.884177565574646
3,0.3797905147075653,0.9105008244514465
4,0.3252679109573364,0.9225953221321106
5,0.36692020297050476,0.9295674562454224
6,0.3478129208087921,0.930705726146698
7,0.30880996584892273,0.9317017793655396
8,0.3374355137348175,0.9430847764015198
9,0.31411752104759216,0.9500569105148315
10,0.3467214107513428,0.9435116648674011
11,0.3984123766422272,0.9473534226417542
12,0.40004682540893555,0.9432271122932434
13,0.3624652922153473,0.9544678330421448
14,0.43017008900642395,0.9560329914093018
15,0.4418796896934509,0.9585942029953003
16,0.4604584574699402,0.958878755569458
17,0.4737361669540405,0.9577404856681824
18,0.48552560806274414,0.9570290446281433
19,0.49462834000587463,0.957313597202301
20,0.5034635663032532,0.9571713209152222
21,0.5130602121353149,0.9570290446281433
22,0.5207231044769287,0.9574558734893799
23,0.5304585099220276,0.9570290446281433
24,0.5386194586753845,0.9568867683410645
25,0.5461844801902771,0.9570290446281433
26,0.5556367635726929,0.9567444324493408
27,0.5643286108970642,0.9568867683410645
