epoch,validation_loss,validation_accuracy
1,0.985862135887146,0.7544109225273132
2,0.4537608027458191,0.8858850598335266
3,0.3789234757423401,0.9095048308372498
4,0.34245219826698303,0.9184689521789551
5,0.3162408471107483,0.9281445741653442
6,0.31265413761138916,0.9369664192199707
7,0.3979991376399994,0.9361127018928528
8,0.4120354652404785,0.93824702501297
9,0.39381957054138184,0.9435116648674011
10,0.396629273891449,0.9433693885803223
11,0.43948179483413696,0.9446499943733215
12,0.47313547134399414,0.9455037117004395
13,0.4417152404785156,0.9476380348205566
14,0.38686686754226685,0.9507683515548706
15,0.4621502459049225,0.9513375163078308
16,0.4647373855113983,0.9503414630889893
17,0.45037153363227844,0.951195240020752
18,0.4971119165420532,0.9521912336349487
19,0.5110008716583252,0.9523335099220276
20,0.523512601852417,0.9521912336349487
21,0.5360064506530762,0.9517643451690674
22,0.5448044538497925,0.9520489573478699
23,0.5539335012435913,0.9530449509620667
24,0.563180685043335,0.9530449509620667
25,0.572766125202179,0.9530449509620667
