category,sub-category,images,Original_model_42,fognight_model_42,fogsnow_model_42,fograin_model_42,rainnight_model_42,snownight_model_42
Dangerous warning,Dangerous warning,2228,90.75261669658886,75.17884649910233,62.16499999999998,70.6449461400359,73.87782315978457,49.82215888689408
Regularoty,Priority ,1041,96.15728146013448,87.99539865513928,82.22926032660902,87.70372718539865,85.11084534101828,64.07104707012486
Regularoty,Prohibitory,3957,94.0353980288097,76.26989385898409,64.44237553702298,74.29968663128635,75.23458175385393,48.64841546626232
Regularoty,Mandatory,1203,94.5131421446384,79.3841812136326,73.89950955943473,81.9612136325852,84.29066500415628,59.435295095594356
Regularoty,Special regulations,1344,86.9802976190476,68.37514880952382,67.03688244047619,73.43750744047618,69.94034226190476,47.76790178571429
