class,filters,error
62,fognight,72.73
20,fognight,89.61
23,fognight,89.85
16,fognight,82.78
67,fognight,88.33
66,fognight,66.92
49,fognight,75.0
52,fognight,85.74
42,fognight,74.36
87,fognight,41.14
19,fognight,70.75
78,fognight,85.28
43,fognight,75.93
28,fognight,77.34
86,fognight,67.98
1,fognight,84.09
53,fognight,58.82
36,fognight,90.26
55,fognight,77.92
57,fognight,72.45
45,fognight,92.08
50,fognight,72.95
102,fognight,72.0
32,fognight,82.3
46,fognight,89.02
60,fognight,63.49
51,fognight,76.13
30,fognight,95.36
17,fognight,53.85
90,fognight,89.97
99,fognight,78.95
61,fognight,71.43
15,fognight,82.91
31,fognight,84.44
21,fognight,64.52
63,fognight,69.78
27,fognight,0.0
0,fognight,85.37
48,fognight,79.63
2,fognight,57.41
91,fognight,71.19
54,fognight,12.5
72,fognight,84.88
26,fognight,63.64
81,fognight,83.33
73,fognight,93.88
74,fognight,76.7
12,fognight,76.53
83,fognight,76.92
97,fognight,58.73
94,fognight,0.0
89,fognight,12.5
58,fognight,75.0
10,fognight,92.31
75,fognight,74.51
79,fognight,77.67
41,fognight,89.69
35,fognight,42.86
11,fognight,57.78
37,fognight,72.66
6,fognight,78.33
68,fognight,77.78
77,fognight,68.84
59,fognight,66.67
22,fognight,80.0
39,fognight,63.64
25,fognight,61.9
71,fognight,83.33
47,fognight,62.96
38,fognight,55.56
93,fognight,8.62
88,fognight,42.86
7,fognight,42.5
24,fognight,50.0
34,fognight,95.24
70,fognight,84.48
40,fognight,72.34
80,fognight,33.33
3,fognight,52.38
33,fognight,77.78
29,fognight,35.09
76,fognight,55.56
85,fognight,0.0
64,fognight,36.36
84,fognight,0.0
69,fognight,54.55
44,fognight,57.14
18,fognight,0.0
56,fognight,45.83
65,fognight,11.11
82,fognight,71.43
5,fognight,42.86
92,fognight,0.0
9,fognight,66.67
100,fognight,16.67
4,fognight,11.11
8,fognight,33.33
95,fognight,0.0
98,fognight,0.0
96,fognight,14.29
101,fognight,80.0
14,fognight,0.0
13,fognight,0.0
