category,images,Original_model_52_noise,Original_model_49_noise,Original_model_42_noise,fognight_model_52_noise,fognight_model_49_noise,fognight_model_42_noise,fogsnow_model_52_noise,fogsnow_model_49_noise,fogsnow_model_42_noise,fograin_model_52_noise,fograin_model_49_noise,fograin_model_42_noise,rainnight_model_52_noise,rainnight_model_49_noise,rainnight_model_42_noise,snownight_model_52_noise,snownight_model_49_noise,snownight_model_42_noise
Dangerous warning,2228,90.52953321364453,90.97817324955116,90.89014362657093,76.032118491921,75.08916517055656,74.19258078994613,69.74854129263915,69.88250448833033,71.99434021543986,75.31458258527827,73.114236983842,76.83982944344703,89.31989676840215,88.64468132854577,88.91399910233395,82.04614452423698,82.13646768402155,83.03418761220826
Regularoty,7545,93.63702849569252,93.96952286282306,94.24859907223329,77.45517693836977,74.26099403578529,78.03886679920477,76.92502982107355,74.07501921802518,76.87194831013919,80.90137839628893,78.80687475149105,81.39155467196821,90.94765009940357,90.98799867461895,91.59644002650762,83.5791636845593,82.80973492379059,85.36608349900597
