class,filters,error
28,Original,96.09
90,Original,97.73
16,Original,90.84
20,Original,97.4
63,Original,96.44
55,Original,96.54
52,Original,98.55
67,Original,100.0
45,Original,99.62
23,Original,96.62
72,Original,96.51
77,Original,89.13
51,Original,95.88
46,Original,97.25
48,Original,93.83
6,Original,91.67
31,Original,94.44
27,Original,0.0
57,Original,91.33
11,Original,93.33
21,Original,91.4
74,Original,95.63
32,Original,98.03
1,Original,95.45
22,Original,81.54
12,Original,91.84
30,Original,98.84
37,Original,97.12
17,Original,82.69
43,Original,92.59
29,Original,82.46
41,Original,94.85
50,Original,95.89
66,Original,83.85
0,Original,95.93
36,Original,100.0
15,Original,92.41
87,Original,89.24
47,Original,81.48
60,Original,93.65
7,Original,77.5
42,Original,96.15
65,Original,55.56
3,Original,52.38
49,Original,91.07
86,Original,92.13
83,Original,92.31
35,Original,71.43
53,Original,88.66
70,Original,98.28
73,Original,95.92
93,Original,48.28
91,Original,91.53
76,Original,83.33
97,Original,71.43
78,Original,97.97
10,Original,92.31
61,Original,89.29
59,Original,100.0
96,Original,0.0
40,Original,82.98
69,Original,72.73
26,Original,90.91
19,Original,91.51
34,Original,100.0
38,Original,88.89
24,Original,70.0
88,Original,71.43
5,Original,85.71
68,Original,94.44
62,Original,81.82
75,Original,94.12
2,Original,83.33
79,Original,88.35
94,Original,0.0
33,Original,83.33
39,Original,93.94
58,Original,83.33
92,Original,0.0
25,Original,85.71
56,Original,75.0
81,Original,88.89
4,Original,66.67
85,Original,11.11
102,Original,96.0
71,Original,100.0
99,Original,78.95
64,Original,54.55
54,Original,43.75
18,Original,0.0
89,Original,75.0
80,Original,100.0
100,Original,0.0
44,Original,85.71
8,Original,33.33
14,Original,0.0
101,Original,100.0
84,Original,25.0
82,Original,100.0
13,Original,25.0
98,Original,100.0
9,Original,33.33
95,Original,0.0
