images,Original_model_42_noise,fognight_model_42_noise,fogsnow_model_42_noise,fograin_model_42_noise,rainnight_model_42_noise,snownight_model_42_noise
9773,92.42847539138441,64.0030307991405,67.56364166581398,73.99939936559912,73.73334186022714,56.91125959275555
