filter,ideal_42,idealnoise_42
Original,94.46426276476006,93.34865445615473
fog,42.178056891435595,78.86059961117363
night,89.88028752685972,90.42278624782564
rain,92.91948224700707,92.48874040724444
snow,84.47785838534739,89.14282615368873
day,94.01360380640538,93.165073160749
