category,images,Original_model_42_ideallevelfog,fog1_model_42_ideallevelfog,fog2_model_42_ideallevelfog,fog3_model_42_ideallevelfog,fog4_model_42_ideallevelfog,fog5_model_42_ideallevelfog,fog6_model_42_ideallevelfog,fog7_model_42_ideallevelfog,fog8_model_42_ideallevelfog,fog9_model_42_ideallevelfog,fog10_model_42_ideallevelfog
Dangerous warning,2228,93.98448384201079,83.79626122082584,78.41090215439856,71.0493222621185,61.625381508079,49.3719973070018,34.64971723518851,18.806216337522443,6.193061041292639,1.6604219030520648,0.807814183123878
Regularoty,7545,95.24168455931078,84.16096222664017,79.04516103379721,72.21981179589132,63.11453147779987,53.33244532803181,40.62318754141817,25.738894632206755,14.433813121272365,7.422506295559973,4.86428363154407
