category,images,Original_model_42_ideallevelnight,night1_model_42_ideallevelnight,night2_model_42_ideallevelnight,night3_model_42_ideallevelnight,night4_model_42_ideallevelnight,night5_model_42_ideallevelnight,night6_model_42_ideallevelnight,night7_model_42_ideallevelnight,night8_model_42_ideallevelnight,night9_model_42_ideallevelnight,night10_model_42_ideallevelnight
Dangerous warning,2228,92.50489228007181,92.1009156193896,92.46011220825854,92.415763016158,92.32504488330343,92.010960502693,92.05595152603232,91.92188061041294,91.6065933572711,90.84393626570915,90.26159784560144
Regularoty,7545,95.04285487077536,94.27395361166336,93.88981577203445,93.89084956925117,93.48068654738238,92.84253280318092,92.10085222001325,91.3986958250497,90.50955997349237,89.10484824387007,88.08484426772698
