category,sub-category,images,Original_model_42,night1_model_42,night2_model_42,night3_model_42,night4_model_42,night5_model_42,night6_model_42,night7_model_42,night8_model_42,night9_model_42,night10_model_42
Dangerous warning,Dangerous warning,2228,92.50489228007181,92.1009156193896,92.46011220825854,92.415763016158,92.32504488330343,92.010960502693,92.05595152603232,91.92188061041293,91.6065933572711,90.84393626570915,90.26159784560144
Regularoty,Priority ,1041,96.54192122958693,96.73277617675312,96.54179634966378,96.44669548511047,96.3509414024976,96.35106628242075,96.25613832853026,95.3909414024976,95.67724303554276,94.13964457252642,92.50780019212297
Regularoty,Prohibitory,3957,95.70354056103108,95.04689663886782,94.7185418246146,94.84507707859488,94.36574677786201,93.65594895122567,92.69575688653019,91.96414708112206,91.103315643164,89.83992671215563,88.9568107151883
Regularoty,Mandatory,1203,95.75961762261014,95.51138819617621,95.09569409808809,95.17883624272653,95.09664172901081,94.34670822942641,93.84747298420616,93.51571903574396,92.10261845386533,90.77375727348294,89.52564422277638
Regularoty,Special regulations,1344,91.29499255952382,88.98615327380955,88.31641369047621,87.94891369047619,87.20530505952382,86.38375744047619,85.56746279761906,84.74676339285713,83.33284970238095,81.5470907738095,80.80214285714285
