class,filters,error
46,Original,97.65
63,Original,96.44
66,Original,86.92
37,Original,96.4
45,Original,100.0
42,Original,92.31
90,Original,98.06
17,Original,90.38
79,Original,89.32
32,Original,97.19
52,Original,98.55
31,Original,92.22
57,Original,97.45
91,Original,91.53
64,Original,36.36
50,Original,96.62
74,Original,96.12
86,Original,91.57
19,Original,94.34
51,Original,97.12
23,Original,97.23
43,Original,98.15
20,Original,97.4
0,Original,99.19
1,Original,90.91
72,Original,97.67
87,Original,86.71
15,Original,92.41
62,Original,87.88
48,Original,94.75
30,Original,98.61
67,Original,99.44
28,Original,98.44
88,Original,85.71
16,Original,94.14
41,Original,95.88
70,Original,100.0
60,Original,95.24
83,Original,96.15
3,Original,66.67
55,Original,96.97
22,Original,76.92
77,Original,91.3
25,Original,85.71
49,Original,89.29
40,Original,97.87
39,Original,87.88
53,Original,91.18
21,Original,91.4
6,Original,88.33
2,Original,87.04
73,Original,97.96
27,Original,17.65
11,Original,91.11
81,Original,94.44
71,Original,95.83
68,Original,94.44
54,Original,62.5
24,Original,75.0
29,Original,89.47
89,Original,87.5
92,Original,25.0
78,Original,97.97
36,Original,100.0
34,Original,100.0
12,Original,94.9
47,Original,92.59
35,Original,91.43
26,Original,90.91
97,Original,77.78
93,Original,84.48
75,Original,92.16
95,Original,0.0
99,Original,84.21
100,Original,50.0
85,Original,44.44
56,Original,91.67
76,Original,88.89
61,Original,98.21
96,Original,57.14
84,Original,0.0
59,Original,100.0
7,Original,82.5
98,Original,100.0
38,Original,55.56
10,Original,76.92
82,Original,100.0
69,Original,90.91
58,Original,91.67
65,Original,77.78
13,Original,100.0
94,Original,33.33
18,Original,60.0
44,Original,71.43
102,Original,96.0
9,Original,66.67
33,Original,83.33
101,Original,100.0
5,Original,85.71
8,Original,33.33
4,Original,66.67
14,Original,33.33
80,Original,100.0
