class,Original_model_42,night1_model_42,night2_model_42,night3_model_42,night4_model_42,night5_model_42,night6_model_42,night7_model_42,night8_model_42,night9_model_42,night10_model_42,images
0,99.19,99.19,99.19,99.19,99.19,99.19,99.19,99.19,98.37,98.37,99.19,123
1,90.91,90.91,93.18,93.18,93.18,93.18,93.18,93.18,93.18,93.18,90.91,44
2,87.04,81.48,81.48,85.19,85.19,85.19,85.19,87.04,85.19,85.19,87.04,54
3,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,71.43,66.67,71.43,21
4,66.67,55.56,66.67,66.67,66.67,55.56,66.67,55.56,55.56,44.44,77.78,9
5,85.71,100.0,85.71,85.71,85.71,85.71,85.71,85.71,85.71,100.0,100.0,7
6,88.33,85.0,90.0,88.33,88.33,88.33,90.0,86.67,90.0,91.67,88.33,60
7,82.5,80.0,80.0,80.0,80.0,80.0,82.5,82.5,80.0,75.0,72.5,40
8,33.33,33.33,33.33,33.33,33.33,33.33,33.33,33.33,33.33,33.33,33.33,3
9,66.67,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,66.67,3
10,76.92,76.92,76.92,84.62,84.62,84.62,84.62,92.31,92.31,92.31,92.31,13
11,91.11,86.67,82.22,80.0,82.22,77.78,77.78,82.22,82.22,77.78,77.78,45
12,94.9,93.88,96.94,95.92,92.86,92.86,91.84,92.86,91.84,85.71,90.82,98
13,100.0,100.0,100.0,100.0,75.0,100.0,75.0,50.0,50.0,50.0,50.0,4
14,33.33,0.0,33.33,33.33,33.33,33.33,66.67,66.67,66.67,33.33,66.67,3
15,92.41,93.04,93.04,92.41,91.77,91.77,91.77,92.41,92.41,91.14,91.14,158
16,94.14,92.31,92.31,91.94,92.67,91.94,92.31,92.67,92.31,91.58,90.11,273
17,90.38,88.46,90.38,90.38,90.38,90.38,90.38,90.38,88.46,88.46,82.69,52
18,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,5
19,94.34,94.34,94.34,95.28,94.34,94.34,95.28,93.4,95.28,94.34,94.34,106
20,97.4,97.4,97.4,96.54,96.97,96.97,96.97,96.97,96.1,96.1,92.64,231
21,91.4,94.62,93.55,92.47,92.47,90.32,89.25,89.25,88.17,87.1,86.02,93
22,76.92,78.46,78.46,78.46,78.46,78.46,80.0,78.46,78.46,81.54,73.85,65
23,97.23,97.23,97.54,97.85,97.85,97.54,96.92,96.31,95.69,95.69,96.31,325
24,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,70.0,70.0,20
25,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71,21
26,90.91,90.91,90.91,90.91,90.91,90.91,90.91,90.91,90.91,90.91,90.91,22
27,17.65,11.76,11.76,11.76,11.76,11.76,11.76,11.76,11.76,11.76,11.76,17
28,98.44,98.83,98.83,98.83,98.83,98.83,98.83,98.83,98.83,98.05,97.27,256
29,89.47,91.23,92.98,96.49,96.49,96.49,94.74,92.98,91.23,92.98,94.74,57
30,98.61,99.07,98.84,98.84,98.84,98.61,98.61,98.61,98.38,98.14,97.68,431
31,92.22,92.22,92.22,91.67,91.67,91.67,92.78,90.0,92.22,90.56,87.78,180
32,97.19,96.91,96.63,96.63,96.35,96.91,95.79,96.07,94.94,93.54,90.45,356
33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,77.78,83.33,83.33,77.78,18
34,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,21
35,91.43,94.29,94.29,94.29,94.29,91.43,94.29,82.86,91.43,71.43,77.14,35
36,100.0,100.0,100.0,100.0,100.0,100.0,99.35,99.35,96.75,96.1,90.26,154
37,96.4,96.4,96.4,96.4,96.4,96.4,95.68,95.68,95.68,95.68,95.68,139
38,55.56,44.44,33.33,33.33,33.33,33.33,33.33,33.33,33.33,33.33,33.33,9
39,87.88,87.88,87.88,87.88,87.88,87.88,87.88,87.88,90.91,90.91,87.88,33
40,97.87,97.87,93.62,95.74,95.74,95.74,95.74,95.74,95.74,95.74,91.49,47
41,95.88,94.85,94.85,94.85,94.85,94.85,94.85,94.85,93.81,94.85,94.85,97
42,92.31,89.74,89.74,91.03,91.03,89.74,91.03,89.74,89.74,89.74,88.46,78
43,98.15,98.15,98.15,98.15,98.15,98.15,98.15,98.15,98.15,96.3,96.3,54
44,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,85.71,71.43,7
45,100.0,100.0,100.0,100.0,100.0,99.62,99.62,99.62,99.62,99.62,98.87,265
46,97.65,97.65,97.65,98.04,98.04,98.04,97.65,98.04,97.65,97.65,97.65,255
47,92.59,92.59,92.59,92.59,92.59,92.59,92.59,88.89,85.19,85.19,85.19,27
48,94.75,94.14,94.75,94.75,94.14,93.52,91.67,91.98,92.28,90.74,90.43,324
49,89.29,87.5,87.5,91.07,91.07,91.07,91.07,91.07,91.07,91.07,91.07,56
50,96.62,97.58,97.1,97.58,97.83,97.34,97.58,96.86,97.1,96.62,96.14,414
51,97.12,97.12,97.12,97.12,97.53,97.53,97.12,97.94,97.12,97.12,97.12,243
52,98.55,98.76,98.35,98.35,98.55,98.55,98.55,98.35,97.73,97.31,96.9,484
53,91.18,90.34,90.76,90.76,89.08,87.82,87.39,85.71,86.13,86.97,85.29,238
54,62.5,62.5,56.25,56.25,50.0,56.25,56.25,37.5,37.5,37.5,37.5,16
55,96.97,97.4,96.97,97.84,97.84,97.4,96.97,94.81,96.1,95.24,96.54,231
56,91.67,83.33,83.33,79.17,70.83,70.83,54.17,54.17,54.17,54.17,45.83,24
57,97.45,96.94,96.94,96.43,95.92,96.43,95.41,96.43,95.92,94.39,93.37,196
58,91.67,91.67,83.33,83.33,83.33,83.33,83.33,83.33,75.0,83.33,83.33,12
59,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,27
60,95.24,93.65,93.65,96.83,93.65,96.83,95.24,96.83,92.06,90.48,93.65,63
61,98.21,94.64,94.64,96.43,96.43,96.43,96.43,96.43,94.64,94.64,94.64,56
62,87.88,87.88,87.88,87.88,87.88,84.85,87.88,90.91,87.88,87.88,87.88,33
63,96.44,92.0,90.22,89.78,87.56,82.22,73.78,66.22,58.22,45.33,39.11,225
64,36.36,36.36,27.27,27.27,27.27,27.27,18.18,27.27,18.18,0.0,0.0,11
65,77.78,66.67,66.67,66.67,66.67,66.67,66.67,66.67,55.56,44.44,66.67,9
66,86.92,82.31,81.54,78.46,74.62,67.69,66.15,63.85,62.31,57.69,58.46,130
67,99.44,98.89,98.89,98.89,98.89,98.89,98.89,98.89,98.89,98.33,98.33,180
68,94.44,97.22,97.22,97.22,97.22,97.22,97.22,94.44,97.22,94.44,97.22,36
69,90.91,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.91,11
70,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,58
71,95.83,95.83,95.83,95.83,95.83,95.83,95.83,95.83,95.83,95.83,95.83,24
72,97.67,96.51,96.51,96.51,96.51,96.51,96.51,95.35,95.35,95.35,91.86,86
73,97.96,97.96,97.96,97.96,97.96,97.96,97.96,97.96,95.92,97.96,97.96,49
74,96.12,95.63,94.17,94.17,93.69,92.23,91.26,90.29,87.86,81.07,76.21,206
75,92.16,92.16,90.2,90.2,90.2,90.2,90.2,90.2,90.2,90.2,90.2,51
76,88.89,88.89,88.89,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,18
77,91.3,89.13,88.41,89.86,89.86,86.23,83.33,83.33,75.36,76.09,77.54,138
78,97.97,98.48,98.48,98.48,98.48,97.97,97.46,97.97,98.48,98.48,97.97,197
79,89.32,89.32,89.32,89.32,89.32,89.32,90.29,89.32,90.29,87.38,86.41,103
80,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,3
81,94.44,94.44,94.44,94.44,94.44,94.44,94.44,94.44,94.44,94.44,94.44,36
82,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,57.14,71.43,42.86,7
83,96.15,97.44,97.44,97.44,97.44,94.87,94.87,94.87,93.59,93.59,96.15,78
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
85,44.44,44.44,44.44,55.56,55.56,55.56,44.44,55.56,55.56,44.44,55.56,9
86,91.57,87.64,87.08,85.96,85.96,83.71,83.71,83.71,78.65,78.65,76.4,178
87,86.71,75.95,74.05,73.42,72.15,70.89,68.99,65.82,65.19,62.66,62.66,158
88,85.71,85.71,82.14,85.71,82.14,82.14,85.71,82.14,78.57,78.57,75.0,28
89,87.5,87.5,87.5,87.5,87.5,87.5,75.0,87.5,87.5,87.5,87.5,8
90,98.06,97.73,97.73,97.09,96.93,96.6,96.12,95.47,94.66,92.07,91.26,618
91,91.53,93.22,93.22,91.53,91.53,91.53,88.14,89.83,88.14,86.44,88.14,59
92,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,0.0,12
93,84.48,79.31,75.86,74.14,67.24,65.52,63.79,60.34,60.34,58.62,65.52,58
94,33.33,0.0,0.0,33.33,33.33,33.33,33.33,33.33,0.0,0.0,33.33,3
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
96,57.14,57.14,57.14,57.14,57.14,42.86,42.86,42.86,42.86,42.86,42.86,7
97,77.78,77.78,76.19,76.19,73.02,74.6,76.19,74.6,74.6,73.02,68.25,63
98,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,66.67,3
99,84.21,84.21,84.21,89.47,89.47,89.47,89.47,89.47,89.47,89.47,84.21,19
100,50.0,50.0,33.33,33.33,33.33,33.33,16.67,0.0,0.0,16.67,0.0,6
101,100.0,100.0,100.0,100.0,100.0,100.0,80.0,80.0,80.0,40.0,0.0,5
102,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,25
