filter,ideal_42,idealnoise_42
Original,94.4019983628364,93.13372454722193
fog,41.23626931341451,79.73053310140182
night,89.58366213035916,90.19789522152871
rain,93.16521129642895,92.22370919881304
snow,84.23259285787374,89.33780517752994
day,93.92186329683821,92.87870050138135
