images,Original_model_52_baseline,Original_model_49_baseline,Original_model_42_baseline,fog_model_52_baseline,fog_model_49_baseline,fog_model_42_baseline,night_model_52_baseline,night_model_49_baseline,night_model_42_baseline,rain_model_52_baseline,rain_model_49_baseline,rain_model_42_baseline,snow_model_52_baseline,snow_model_49_baseline,snow_model_42_baseline,day_model_52_baseline,day_model_49_baseline,day_model_42_baseline
9773,90.96495855929602,87.37326818786451,90.24889491456052,46.35227565742352,44.11208943006241,30.471512329888462,77.65266959991813,74.96157270029674,75.98434155325899,82.52268187864523,78.65491967666019,80.96828711756883,82.27752481326102,78.18435997134964,82.43062416862786,90.82234216719534,87.19952931546096,89.91065793512742
