class,filters,error
93,Original,53.45
31,Original,85.0
62,Original,96.97
36,Original,94.81
20,Original,93.51
90,Original,96.44
61,Original,83.93
86,Original,66.29
52,Original,93.18
26,Original,86.36
28,Original,94.14
50,Original,90.1
63,Original,90.22
78,Original,88.32
16,Original,90.84
0,Original,94.31
101,Original,100.0
49,Original,87.5
30,Original,96.29
48,Original,91.05
15,Original,96.2
46,Original,94.9
79,Original,87.38
55,Original,87.01
12,Original,84.69
66,Original,80.0
22,Original,80.0
37,Original,97.12
72,Original,90.7
51,Original,86.01
32,Original,92.98
67,Original,95.56
21,Original,81.72
57,Original,78.57
83,Original,94.87
56,Original,45.83
73,Original,97.96
40,Original,78.72
41,Original,90.72
75,Original,90.2
64,Original,27.27
45,Original,93.58
74,Original,95.63
70,Original,98.28
76,Original,94.44
23,Original,89.54
59,Original,85.19
17,Original,75.0
42,Original,94.87
99,Original,89.47
6,Original,85.0
47,Original,66.67
19,Original,73.58
69,Original,72.73
53,Original,89.5
102,Original,96.0
77,Original,83.33
29,Original,82.46
89,Original,50.0
71,Original,100.0
33,Original,66.67
43,Original,83.33
97,Original,80.95
87,Original,37.34
88,Original,71.43
81,Original,77.78
68,Original,75.0
24,Original,50.0
54,Original,50.0
7,Original,80.0
1,Original,81.82
91,Original,83.05
44,Original,71.43
2,Original,94.44
34,Original,95.24
8,Original,100.0
25,Original,57.14
11,Original,88.89
60,Original,74.6
4,Original,88.89
3,Original,61.9
35,Original,71.43
27,Original,17.65
82,Original,85.71
39,Original,72.73
65,Original,0.0
92,Original,41.67
96,Original,28.57
100,Original,50.0
10,Original,69.23
80,Original,100.0
18,Original,40.0
58,Original,91.67
85,Original,0.0
5,Original,57.14
38,Original,33.33
84,Original,0.0
13,Original,25.0
98,Original,0.0
14,Original,33.33
9,Original,66.67
95,Original,0.0
94,Original,0.0
