class,filters,error
51,rain,64.61
57,rain,51.02
87,rain,32.28
45,rain,85.66
79,rain,78.64
23,rain,84.92
90,rain,95.95
28,rain,83.2
50,rain,79.71
78,rain,80.2
97,rain,74.6
92,rain,58.33
86,rain,65.17
72,rain,79.07
66,rain,71.54
63,rain,81.33
52,rain,76.86
71,rain,83.33
55,rain,67.97
22,rain,76.92
20,rain,89.61
15,rain,94.3
16,rain,89.74
53,rain,76.47
37,rain,94.96
70,rain,93.1
48,rain,91.67
77,rain,60.14
40,rain,74.47
46,rain,70.59
6,rain,83.33
30,rain,94.2
36,rain,90.26
31,rain,81.67
32,rain,91.29
42,rain,94.87
0,rain,88.62
33,rain,55.56
74,rain,90.78
60,rain,52.38
19,rain,44.34
49,rain,82.14
56,rain,33.33
83,rain,84.62
81,rain,58.33
39,rain,81.82
91,rain,67.8
54,rain,56.25
11,rain,86.67
67,rain,75.56
75,rain,80.39
59,rain,85.19
101,rain,60.0
47,rain,66.67
21,rain,78.49
1,rain,61.36
61,rain,82.14
35,rain,57.14
62,rain,78.79
102,rain,72.0
100,rain,50.0
65,rain,0.0
34,rain,100.0
24,rain,60.0
3,rain,61.9
88,rain,53.57
26,rain,86.36
7,rain,62.5
93,rain,37.93
68,rain,63.89
38,rain,33.33
13,rain,25.0
43,rain,83.33
41,rain,81.44
12,rain,66.33
73,rain,93.88
25,rain,57.14
17,rain,69.23
29,rain,52.63
76,rain,83.33
4,rain,77.78
99,rain,84.21
10,rain,46.15
96,rain,28.57
85,rain,0.0
27,rain,17.65
2,rain,88.89
14,rain,33.33
5,rain,57.14
94,rain,0.0
95,rain,0.0
69,rain,72.73
89,rain,62.5
64,rain,18.18
9,rain,100.0
82,rain,42.86
58,rain,66.67
80,rain,100.0
18,rain,20.0
8,rain,33.33
44,rain,57.14
84,rain,0.0
98,rain,0.0
