category,sub-category,images,Original_model_52,Original_model_49,Original_model_42,fog_model_52,fog_model_49,fog_model_42,night_model_52,night_model_49,night_model_42,rain_model_52,rain_model_49,rain_model_42,snow_model_52,snow_model_49,snow_model_42,day_model_52,day_model_49,day_model_42
Dangerous warning,Dangerous warning,2228,89.45254937163376,87.25402154398564,88.6893447037702,34.83076750448833,30.88021543985637,29.89202423698384,84.91921454219028,85.3228052064632,83.48254937163374,81.10371633752246,80.56444793536804,82.94319120287253,81.82254488330342,80.92330341113104,81.8231552962298,89.49828096947937,86.80514811490124,88.77976211849192
Regularoty,Priority ,1041,94.62097982708933,93.56536983669548,96.06226705091258,60.230566762728145,56.000970220941404,62.63087415946206,87.32208453410183,87.89487992315082,91.06736791546591,91.73665706051874,90.58725264169068,94.23712776176754,90.68336215177715,89.91238232468781,93.6614409221902,94.42585975024016,93.75835734870317,95.96609029779059
Regularoty,Prohibitory,3957,90.77585797321201,89.20938589840786,92.06536012130402,29.76942380591358,20.470219863532982,21.937164518574676,76.87634066211776,81.70346980035379,83.54768258781905,78.36817538539296,77.35681829668941,81.7023881728582,78.56972959312611,77.78607278241093,80.46452362901188,90.16929492039424,88.7285544604498,91.81277230224919
Regularoty,Mandatory,1203,92.02032418952616,92.43610972568578,92.6004322527016,28.677697423108896,27.100374064837908,26.600091438071487,70.98837905236908,72.2364089775561,76.80848711554445,84.20562759767249,86.03409808811304,84.2043391521197,85.61917705735662,86.45070656691604,86.45050706566914,92.26826267664173,92.26927680798003,92.60174563591022
Regularoty,Special regulations,1344,79.01854166666666,84.82285714285715,89.73318452380951,41.368199404761896,33.555,31.323377976190475,65.25254464285713,60.71249999999999,73.51130208333333,74.18242559523809,79.61478422619047,85.11933779761904,74.62808779761905,80.88109375,84.15274553571427,78.71968749999999,84.8232068452381,89.65880952380952
