class,filters,error
23,snow,84.31
90,snow,94.17
86,snow,65.17
50,snow,79.23
66,snow,75.38
77,snow,68.12
16,snow,88.28
30,snow,93.04
87,snow,25.95
48,snow,87.96
12,snow,68.37
57,snow,52.55
46,snow,76.08
32,snow,87.92
7,snow,55.0
56,snow,25.0
2,snow,87.04
45,snow,85.28
63,snow,82.22
20,snow,87.45
52,snow,76.03
21,snow,80.65
51,snow,61.32
28,snow,83.59
64,snow,18.18
15,snow,94.3
0,snow,86.99
102,snow,80.0
40,snow,72.34
19,snow,50.94
53,snow,74.79
6,snow,78.33
31,snow,83.33
35,snow,68.57
83,snow,85.9
43,snow,74.07
78,snow,77.66
34,snow,90.48
55,snow,67.1
36,snow,89.61
97,snow,68.25
41,snow,82.47
93,snow,50.0
72,snow,88.37
67,snow,80.56
73,snow,95.92
59,snow,85.19
75,snow,84.31
24,snow,65.0
74,snow,89.81
79,snow,80.58
101,snow,100.0
91,snow,74.58
11,snow,80.0
17,snow,63.46
49,snow,80.36
71,snow,83.33
47,snow,59.26
22,snow,78.46
61,snow,67.86
29,snow,54.39
60,snow,44.44
65,snow,0.0
70,snow,84.48
68,snow,69.44
37,snow,89.93
85,snow,11.11
10,snow,61.54
92,snow,50.0
69,snow,63.64
42,snow,92.31
3,snow,52.38
25,snow,52.38
14,snow,66.67
44,snow,71.43
76,snow,77.78
1,snow,68.18
88,snow,50.0
4,snow,66.67
81,snow,66.67
9,snow,66.67
96,snow,42.86
99,snow,89.47
100,snow,50.0
62,snow,81.82
94,snow,0.0
39,snow,75.76
27,snow,23.53
26,snow,86.36
84,snow,0.0
58,snow,83.33
38,snow,33.33
33,snow,61.11
5,snow,42.86
95,snow,0.0
18,snow,20.0
89,snow,50.0
54,snow,50.0
80,snow,66.67
82,snow,57.14
98,snow,0.0
8,snow,66.67
13,snow,25.0
