class,filters,error
78,day,88.32
37,day,97.12
48,day,91.67
63,day,90.22
51,day,86.42
36,day,94.16
68,day,75.0
46,day,94.9
53,day,87.39
57,day,76.53
21,day,81.72
24,day,50.0
28,day,92.19
77,day,83.33
55,day,86.58
20,day,93.51
6,day,85.0
42,day,94.87
90,day,96.44
5,day,57.14
52,day,92.15
11,day,88.89
45,day,93.96
72,day,89.53
87,day,37.34
15,day,96.2
32,day,92.98
35,day,71.43
23,day,89.54
1,day,81.82
39,day,75.76
43,day,83.33
66,day,79.23
30,day,96.29
16,day,90.48
17,day,75.0
50,day,89.61
7,day,80.0
67,day,95.56
97,day,80.95
101,day,100.0
74,day,96.12
31,day,85.0
19,day,72.64
58,day,91.67
86,day,68.54
88,day,71.43
102,day,96.0
73,day,97.96
71,day,100.0
83,day,94.87
27,day,17.65
2,day,92.59
41,day,90.72
76,day,94.44
81,day,75.0
93,day,55.17
49,day,87.5
61,day,83.93
22,day,80.0
47,day,70.37
29,day,84.21
40,day,80.85
3,day,61.9
92,day,41.67
70,day,98.28
26,day,86.36
25,day,57.14
89,day,62.5
12,day,85.71
75,day,88.24
0,day,94.31
65,day,0.0
62,day,96.97
99,day,89.47
33,day,66.67
10,day,61.54
60,day,73.02
4,day,88.89
79,day,87.38
34,day,95.24
91,day,83.05
54,day,56.25
95,day,0.0
56,day,45.83
100,day,50.0
82,day,71.43
85,day,0.0
59,day,85.19
84,day,0.0
38,day,33.33
64,day,27.27
69,day,72.73
18,day,40.0
80,day,100.0
96,day,28.57
13,day,25.0
14,day,33.33
44,day,71.43
94,day,0.0
9,day,66.67
98,day,0.0
8,day,66.67
