class,Original_model_42,night1_model_42,night2_model_42,night3_model_42,night4_model_42,night5_model_42,night6_model_42,night7_model_42,night8_model_42,night9_model_42,night10_model_42,images
83,93.59,91.03,89.74,88.46,87.18,88.46,85.9,84.62,85.9,85.9,85.9,78
84,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,25.0,25.0,4
85,44.44,33.33,33.33,33.33,44.44,33.33,22.22,22.22,33.33,11.11,11.11,9
86,93.26,90.45,89.89,89.89,90.45,88.76,88.76,86.52,85.96,85.96,83.71,178
87,64.56,59.49,60.13,58.86,56.96,55.7,53.8,50.63,47.47,50.0,50.63,158
88,82.14,71.43,75.0,78.57,78.57,75.0,75.0,75.0,75.0,67.86,71.43,28
89,62.5,62.5,62.5,62.5,62.5,62.5,50.0,62.5,62.5,62.5,37.5,8
90,98.38,97.41,97.25,96.93,96.76,96.28,94.66,92.56,88.35,84.3,79.13,618
91,88.14,89.83,91.53,89.83,89.83,88.14,86.44,88.14,88.14,88.14,86.44,59
92,33.33,8.33,8.33,8.33,16.67,16.67,16.67,16.67,16.67,16.67,8.33,12
93,79.31,68.97,63.79,50.0,39.66,27.59,22.41,20.69,24.14,27.59,25.86,58
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
97,85.71,82.54,79.37,79.37,77.78,76.19,76.19,76.19,74.6,73.02,74.6,63
98,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,66.67,66.67,3
99,84.21,84.21,84.21,84.21,78.95,78.95,68.42,73.68,68.42,68.42,47.37,19
100,66.67,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,6
101,100.0,100.0,100.0,100.0,100.0,100.0,80.0,60.0,0.0,0.0,0.0,5
102,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,25
