images,Original_model_42_ideallevelnight,night1_model_42_ideallevelnight,night2_model_42_ideallevelnight,night3_model_42_ideallevelnight,night4_model_42_ideallevelnight,night5_model_42_ideallevelnight,night6_model_42_ideallevelnight,night7_model_42_ideallevelnight,night8_model_42_ideallevelnight,night9_model_42_ideallevelnight,night10_model_42_ideallevelnight
9773,94.42313823800264,93.60496367543232,93.13438964494014,92.87855111020156,92.4281950271155,91.86507623043079,91.14931034482758,90.17742965312596,88.78537808247212,87.37362427095057,85.84853166888364
