category,images,Original_model_42_noiselevelfog,fog1_model_42_noiselevelfog,fog2_model_42_noiselevelfog,fog3_model_42_noiselevelfog,fog4_model_42_noiselevelfog,fog5_model_42_noiselevelfog,fog6_model_42_noiselevelfog,fog7_model_42_noiselevelfog,fog8_model_42_noiselevelfog,fog9_model_42_noiselevelfog,fog10_model_42_noiselevelfog
Dangerous warning,2228,89.45315978456014,87.29761220825853,85.41234739676841,83.796921005386,81.10415170556553,75.76368491921008,68.85027827648116,57.00255834829443,36.57991921005386,12.61294434470377,1.3907136445242372
Regularoty,7545,92.90951491053679,90.13949635520214,88.45562359178265,87.28997614314115,84.46639628893308,81.00639496355201,74.69830881378397,65.73816037110669,50.04636182902584,27.143497680583167,2.0541033797216697
