images,Original_model_42_noiselevelfog,fog1_model_42_noiselevelfog,fog2_model_42_noiselevelfog,fog3_model_42_noiselevelfog,fog4_model_42_noiselevelfog,fog5_model_42_noiselevelfog,fog6_model_42_noiselevelfog,fog7_model_42_noiselevelfog,fog8_model_42_noiselevelfog,fog9_model_42_noiselevelfog,fog10_model_42_noiselevelfog
9773,92.12155223575157,89.49161772229614,87.76183260002047,86.49364678195028,83.6998884682288,79.81118796684743,73.36510385756677,63.746661209454615,46.97634912514069,23.83089430062417,1.902867082779085
