class,Original_model_42,fog1_model_42,fog2_model_42,fog3_model_42,fog4_model_42,fog5_model_42,fog6_model_42,fog7_model_42,fog8_model_42,fog9_model_42,fog10_model_42,images
43,100.0,92.59,92.59,88.89,87.04,75.93,74.07,66.67,40.74,12.96,0.0,54
44,85.71,71.43,85.71,85.71,57.14,71.43,42.86,42.86,28.57,0.0,0.0,7
45,98.87,97.36,96.23,96.23,95.47,93.96,87.92,78.11,58.87,24.15,0.0,265
46,96.86,95.29,94.51,94.51,93.33,87.84,78.04,65.1,43.53,14.51,0.78,255
47,70.37,74.07,66.67,62.96,55.56,48.15,29.63,18.52,22.22,0.0,0.0,27
48,93.52,92.9,91.67,89.51,88.89,87.04,82.41,76.23,59.88,26.54,0.0,324
49,94.64,87.5,92.86,94.64,83.93,75.0,78.57,57.14,39.29,12.5,0.0,56
50,96.14,90.1,86.71,85.75,79.71,72.22,67.63,55.31,32.13,14.25,1.21,414
51,93.83,85.19,78.19,74.9,70.78,59.26,55.97,41.15,22.63,7.0,0.82,243
52,95.66,94.42,92.56,92.15,88.84,86.36,80.37,73.76,59.5,34.92,0.62,484
53,83.19,80.67,77.31,76.05,69.75,67.65,48.32,39.5,25.21,8.82,0.84,238
54,56.25,50.0,37.5,50.0,25.0,25.0,12.5,6.25,0.0,0.0,0.0,16
55,93.51,90.48,86.15,83.98,79.22,76.19,59.31,49.35,25.54,5.63,0.0,231
56,58.33,50.0,45.83,45.83,45.83,25.0,16.67,12.5,16.67,8.33,0.0,24
57,93.88,80.1,80.1,75.0,67.35,59.18,50.51,36.22,16.84,0.51,0.0,196
58,91.67,83.33,83.33,91.67,83.33,66.67,66.67,41.67,25.0,8.33,0.0,12
59,100.0,96.3,100.0,96.3,88.89,77.78,81.48,48.15,18.52,3.7,3.7,27
60,92.06,77.78,74.6,68.25,65.08,50.79,49.21,31.75,17.46,3.17,0.0,63
61,89.29,91.07,89.29,94.64,87.5,83.93,66.07,51.79,17.86,5.36,3.57,56
62,93.94,87.88,75.76,75.76,72.73,54.55,36.36,24.24,15.15,3.03,0.0,33
63,97.78,98.67,96.44,95.56,96.89,94.67,95.11,88.89,81.33,67.56,0.44,225
64,45.45,9.09,18.18,0.0,9.09,0.0,18.18,0.0,0.0,0.0,0.0,11
65,55.56,22.22,22.22,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,9
66,80.77,76.92,80.77,81.54,79.23,77.69,76.15,67.69,65.38,48.46,2.31,130
67,100.0,98.89,98.89,95.0,97.78,91.11,84.44,76.11,47.78,23.33,0.0,180
68,86.11,86.11,77.78,75.0,77.78,69.44,44.44,27.78,2.78,0.0,0.0,36
69,72.73,72.73,72.73,72.73,72.73,63.64,54.55,54.55,18.18,0.0,0.0,11
70,100.0,100.0,98.28,98.28,94.83,91.38,93.1,75.86,56.9,20.69,0.0,58
71,95.83,95.83,91.67,87.5,75.0,79.17,62.5,58.33,20.83,0.0,0.0,24
72,96.51,93.02,91.86,91.86,87.21,87.21,76.74,59.3,47.67,11.63,0.0,86
73,91.84,87.76,89.8,89.8,87.76,79.59,69.39,71.43,40.82,16.33,0.0,49
74,97.09,95.63,94.17,94.17,91.75,92.23,88.83,79.13,73.3,46.12,0.0,206
75,86.27,88.24,82.35,82.35,86.27,70.59,68.63,64.71,50.98,19.61,0.0,51
76,88.89,77.78,61.11,66.67,55.56,50.0,22.22,22.22,5.56,0.0,0.0,18
77,87.68,84.78,83.33,79.71,78.26,75.36,65.22,52.17,32.61,5.8,0.0,138
78,97.97,96.45,96.45,92.39,91.37,86.8,79.7,70.56,51.27,20.3,0.0,197
79,93.2,91.26,90.29,90.29,87.38,79.61,68.93,54.37,30.1,13.59,0.0,103
80,100.0,100.0,100.0,100.0,33.33,33.33,33.33,66.67,0.0,0.0,0.0,3
81,77.78,77.78,77.78,75.0,75.0,63.89,61.11,33.33,19.44,0.0,0.0,36
82,100.0,100.0,100.0,85.71,85.71,42.86,42.86,57.14,28.57,14.29,0.0,7
83,97.44,91.03,93.59,92.31,76.92,80.77,60.26,52.56,29.49,5.13,0.0,78
84,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,4
85,33.33,0.0,22.22,11.11,11.11,22.22,11.11,0.0,0.0,0.0,0.0,9
86,91.01,93.26,92.7,89.89,88.2,89.89,88.2,74.72,62.92,41.01,10.67,178
87,74.68,67.72,61.39,58.23,50.0,41.77,34.81,31.01,16.46,4.43,0.63,158
88,89.29,82.14,78.57,67.86,67.86,57.14,53.57,50.0,25.0,17.86,0.0,28
89,0.0,25.0,37.5,25.0,12.5,12.5,12.5,12.5,25.0,0.0,0.0,8
90,98.22,96.12,94.5,94.98,94.66,94.98,91.59,87.54,80.58,56.63,1.78,618
91,93.22,88.14,83.05,81.36,77.97,81.36,67.8,52.54,42.37,8.47,0.0,59
92,16.67,25.0,8.33,16.67,8.33,0.0,8.33,8.33,0.0,0.0,0.0,12
93,50.0,48.28,41.38,44.83,41.38,32.76,25.86,8.62,1.72,0.0,0.0,58
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
96,28.57,42.86,28.57,57.14,42.86,42.86,57.14,14.29,0.0,0.0,0.0,7
97,85.71,90.48,84.13,82.54,79.37,71.43,68.25,49.21,31.75,14.29,1.59,63
98,100.0,66.67,100.0,33.33,0.0,0.0,0.0,33.33,0.0,0.0,0.0,3
99,89.47,89.47,84.21,73.68,73.68,73.68,73.68,42.11,5.26,0.0,0.0,19
100,33.33,33.33,33.33,50.0,50.0,33.33,0.0,16.67,16.67,0.0,0.0,6
101,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,20.0,0.0,5
102,96.0,92.0,92.0,84.0,76.0,68.0,48.0,36.0,8.0,0.0,0.0,25
