class,filters,error
20,Original,98.7
53,Original,87.39
12,Original,96.94
75,Original,94.12
30,Original,96.98
37,Original,94.24
36,Original,98.05
43,Original,90.74
86,Original,89.33
74,Original,95.63
54,Original,62.5
42,Original,92.31
57,Original,82.14
15,Original,81.65
62,Original,90.91
39,Original,81.82
23,Original,96.92
67,Original,97.78
50,Original,93.72
90,Original,96.6
41,Original,94.85
51,Original,90.95
16,Original,92.67
32,Original,96.63
28,Original,97.66
46,Original,94.51
48,Original,95.06
0,Original,95.93
52,Original,95.04
19,Original,86.79
70,Original,93.1
11,Original,93.33
22,Original,78.46
87,Original,42.41
97,Original,74.6
63,Original,95.11
35,Original,97.14
55,Original,94.37
93,Original,63.79
78,Original,93.91
83,Original,96.15
66,Original,63.08
31,Original,87.22
68,Original,83.33
1,Original,90.91
91,Original,88.14
21,Original,90.32
6,Original,86.67
45,Original,98.11
76,Original,94.44
88,Original,71.43
61,Original,89.29
17,Original,75.0
99,Original,94.74
3,Original,71.43
60,Original,79.37
72,Original,96.51
24,Original,65.0
34,Original,95.24
38,Original,100.0
71,Original,75.0
40,Original,91.49
7,Original,67.5
33,Original,88.89
13,Original,25.0
49,Original,91.07
77,Original,83.33
5,Original,71.43
102,Original,76.0
81,Original,88.89
79,Original,91.26
73,Original,97.96
4,Original,88.89
84,Original,25.0
64,Original,54.55
9,Original,66.67
69,Original,72.73
85,Original,33.33
59,Original,100.0
2,Original,92.59
29,Original,42.11
56,Original,62.5
47,Original,81.48
27,Original,0.0
18,Original,100.0
14,Original,33.33
26,Original,95.45
65,Original,33.33
58,Original,91.67
8,Original,100.0
25,Original,76.19
10,Original,69.23
89,Original,25.0
101,Original,80.0
96,Original,0.0
100,Original,100.0
44,Original,71.43
82,Original,100.0
92,Original,8.33
94,Original,0.0
95,Original,0.0
80,Original,100.0
98,Original,100.0
