category,images,Original_model_52_baseline,Original_model_49_baseline,Original_model_42_baseline,fog_model_52_baseline,fog_model_49_baseline,fog_model_42_baseline,night_model_52_baseline,night_model_49_baseline,night_model_42_baseline,rain_model_52_baseline,rain_model_49_baseline,rain_model_42_baseline,snow_model_52_baseline,snow_model_49_baseline,snow_model_42_baseline,day_model_52_baseline,day_model_49_baseline,day_model_42_baseline
Dangerous warning,2228,86.80423698384202,89.22725763016157,88.24010771992819,43.98465888689407,44.794093357271095,48.51906642728905,82.76389138240575,86.1752064631957,84.78484739676841,79.98193895870736,82.90032764811491,81.05969030520647,62.16226211849193,67.81675942549371,60.68231597845602,86.62408886894076,88.8689856373429,87.83659784560143
Regularoty,7545,89.01390324718356,90.52282173624916,92.19384758117961,40.053322730284954,37.60053280318091,42.54407952286283,77.54807554671967,80.91450099403578,81.85634990059643,79.36401457919152,82.41299801192842,81.57787276341948,62.7164055666004,64.04341550695825,59.13802650762094,88.73471305500331,90.4037667329357,91.88909476474485
