images,Original_model_52_baseline,Original_model_49_baseline,Original_model_42_baseline,fog_model_52_baseline,fog_model_49_baseline,fog_model_42_baseline,night_model_52_baseline,night_model_49_baseline,night_model_42_baseline,rain_model_52_baseline,rain_model_49_baseline,rain_model_42_baseline,snow_model_52_baseline,snow_model_49_baseline,snow_model_42_baseline,day_model_52_baseline,day_model_49_baseline,day_model_42_baseline
9773,88.51015450731609,90.22746546608,91.29249360482964,40.94956922132405,39.24048500972066,43.9062273610969,78.73715133531157,82.11381049831166,82.52397421467307,79.50488591016065,82.52409700194411,81.45974010027626,62.59007469558989,64.9036437122685,59.49008595108973,88.25354343599713,90.05387496162896,90.9652266448378
