category,images,Original_model_42_noiselevelnight,night1_model_42_noiselevelnight,night2_model_42_noiselevelnight,night3_model_42_noiselevelnight,night4_model_42_noiselevelnight,night5_model_42_noiselevelnight,night6_model_42_noiselevelnight,night7_model_42_noiselevelnight,night8_model_42_noiselevelnight,night9_model_42_noiselevelnight,night10_model_42_noiselevelnight
Dangerous warning,2228,90.2148788150808,90.304421005386,90.21565529622983,90.03653052064634,89.72125673249552,89.63131508078995,89.63197935368045,89.6777289048474,89.22804308797127,87.79066876122083,86.1310368043088
Regularoty,7545,94.03697415506956,93.71798011928428,93.42625579854209,93.46609012591121,93.24075016567261,92.81725778661364,92.52565275016566,92.02140622929093,91.212365805169,89.99398011928429,88.43012988734262
